galaxy,radius_kpc,vobs_km_s,evobs_km_s,sigma_used_km_s,vbar_bestfit_baryon_km_s,vpred_baryon_km_s,vbar_bestfit_pmodel_km_s,vpred_pmodel_km_s,resid_baryon_km_s,resid_pmodel_km_s,pull_baryon_sigma,pull_pmodel_sigma,gbar_bestfit_pmodel_m_s2,gpred_pmodel_m_s2
NGC7814,5.03,228.0,5.37,5.37,262.05810211401587,262.05810211401587,198.63643298146488,224.33572435179974,-34.05810211401587,3.6642756482002596,-6.34229089646478,0.682360455903214,2.542138952405356e-10,3.2424877677512677e-10
NGC7814,6.14,228.0,5.16,5.16,243.32147423193038,243.32147423193038,184.42454348160925,216.72472949217018,-15.321474231930381,11.275270507829816,-2.9692779519244925,2.1851299433778713,1.7952234717630415e-10,2.479122704397451e-10
NGC7814,7.26,227.0,5.94,5.94,227.31077973998498,227.31077973998498,172.28954067499274,210.60149786343476,-0.3107797399849801,16.39850213656524,-0.052319821546292944,2.7606905953813534,1.3250450999900003e-10,1.9798657622749382e-10
NGC7814,8.37,226.0,3.0,3.0,214.90666065154886,214.90666065154886,162.93204414233557,206.48929255789295,11.093339348451138,19.510707442107048,3.697779782817046,6.503569147369016,1.027867203679665e-10,1.650893545260175e-10
NGC7814,9.5,223.0,3.92,3.92,203.83206822381993,203.83206822381993,154.6650872446655,203.02775922175692,19.16793177618007,19.972240778243076,4.88977851433165,5.094959382204866,8.160380911195242e-11,1.4061663222044683e-10
NGC7814,10.65,219.0,2.9,3.0,194.03772434658163,194.03772434658163,147.44237970678574,200.19855105935463,24.962275653418374,18.801448940645372,8.320758551139457,6.267149646881791,6.615223328927118e-11,1.219612050721997e-10
NGC7814,11.74,216.0,2.55,3.0,185.69732540238695,185.69732540238695,141.2671611012269,197.80810827860154,30.30267459761305,18.191891721398463,10.100891532537682,6.063963907132821,5.508886101399676e-11,1.0801138554089507e-10
NGC7814,12.82,214.0,2.55,3.0,177.9534446747238,177.9534446747238,135.44990961827915,195.43555118578448,36.04655532527619,18.564448814215524,12.01551844175873,6.188149604738508,4.637873178085857e-11,9.655362100230363e-11
NGC7814,14.01,214.0,3.07,3.07,170.01441759921417,170.01441759921417,129.38109033239746,192.83757654667392,43.98558240078583,21.162423453326085,14.327551270614277,6.8932975418000275,3.8721567783668434e-11,8.601905147977501e-11
NGC7814,15.09,214.0,3.61,3.61,163.94464168614962,163.94464168614962,124.95363748847006,191.25670174190165,50.05535831385038,22.74329825809835,13.865750225443318,6.3000826199718425,3.3531889129737105e-11,7.855856450696065e-11
NGC7814,16.18,214.0,4.46,4.46,158.60501949686204,158.60501949686204,121.16472536840084,190.1101432632263,55.39498050313796,23.88985673677371,12.420399215950216,5.356470120352849,2.9405146134486896e-11,7.239048990543116e-11
NGC7814,17.36,214.0,5.07,5.07,153.02534380422085,153.02534380422085,116.98709511052914,188.58585556801108,60.97465619577915,25.414144431988916,12.026559407451508,5.012651761733514,2.5549102481944092e-11,6.639233863976146e-11
NGC7814,18.44,214.0,4.78,4.78,148.38392384621721,148.38392384621721,113.49153226562763,187.33541236746655,65.61607615378279,26.664587632533454,13.727212584473385,5.578365613500722,2.2636822064321745e-11,6.167771833662226e-11
NGC7814,19.53,214.0,4.87,4.87,144.1570085760661,144.1570085760661,110.25550174753184,186.20778353755003,69.84299142393391,27.79221646244997,14.341476678425854,5.7068206288398295,2.0171943888301576e-11,5.753642488105692e-11
PGC51017,0.33,20.5,4.17,4.17,11.620808921929658,11.620808921929658,9.401446697184427,18.931356899972027,8.879191078070342,1.5686431000279732,2.1293024168034393,0.3761734052824876,8.680103248847783e-12,3.51964612858615e-11
PGC51017,0.99,19.9,1.82,3.0,22.06855568450278,22.06855568450278,18.14971487379347,34.88568323639608,-2.168555684502781,-14.985683236396085,-0.7228518948342604,-4.995227745465361,1.0783354276882227e-11,3.983902730427668e-11
PGC51017,1.65,19.3,1.69,3.0,23.069327818555962,23.069327818555962,19.238168467918147,40.26402521444145,-3.7693278185559613,-20.964025214441453,-1.2564426061853204,-6.988008404813818,7.269306114039854e-12,3.1841967099150684e-11
PGC51017,2.31,18.8,1.9,3.0,21.772132279590803,21.772132279590803,18.464742186123257,42.40662129608757,-2.9721322795908023,-23.60662129608757,-0.9907107598636008,-7.868873765362523,4.7832598144048405e-12,2.522927778950226e-11
PGC51017,2.97,18.2,1.74,3.0,20.58854667041848,20.58854667041848,17.854484422687765,44.07277906987465,-2.3885466704184815,-25.87277906987465,-0.7961822234728272,-8.624259689958217,3.4784649605593847e-12,2.1195022321577792e-11
PGC51017,3.63,18.3,2.22,3.0,19.981866779658,19.981866779658,17.753168731243445,46.00656173917397,-1.681866779657998,-27.706561739173967,-0.5606222598859993,-9.235520579724655,2.8138088500017293e-12,1.889654410373296e-11
UGC00128,1.25,34.1,18.8,18.8,28.555603653223645,28.555603653223645,21.672067275643084,40.5987009342174,5.544396346776356,-6.498700934217396,0.2949146992966147,-0.3456755816073083,1.2176994843978358e-11,4.273303283357017e-11
UGC00128,3.75,78.4,6.54,6.54,47.84362078689278,47.84362078689278,36.369259684519285,69.04603555507427,30.556379213107228,9.353964444925737,4.672229237478169,1.4302697928021004,1.1431075909628484e-11,4.1199854488736974e-11
UGC00128,6.25,96.9,2.44,3.0,49.511686256882825,49.511686256882825,37.82193696784975,78.80961274612072,47.38831374311718,18.090387253879285,15.79610458103906,6.030129084626428,7.417490016872661e-12,3.220533524797696e-11
UGC00128,8.76,108.0,1.26,3.0,51.225737144525304,51.225737144525304,39.55264575221232,87.05044500036824,56.774262855474696,20.949554999631758,18.924754285158233,6.983184999877253,5.787572278803046e-12,2.8034146577825774e-11
UGC00128,11.25,113.0,1.0,3.0,53.68764463077142,53.68764463077142,41.61601165416984,94.67733634231054,59.31235536922858,18.32266365768946,19.77078512307619,6.107554552563154,4.989049871756761e-12,2.5821947526978626e-11
UGC00128,13.74,114.0,0.86,3.0,57.95225923119821,57.95225923119821,45.24863920605789,103.69646869537912,56.04774076880179,10.303531304620876,18.68258025626726,3.434510434873625,4.829184164391143e-12,2.5362418016607082e-11
UGC00128,16.22,121.0,0.68,3.0,60.587797863926355,60.587797863926355,48.34104105209153,111.62596492889428,60.412202136073645,9.374035071105723,20.137400712024547,3.124678357035241,4.669072341189039e-12,2.4895970292215623e-11
UGC00128,18.71,126.0,0.55,3.0,61.54056081967403,61.54056081967403,50.666551747676685,118.29004408687308,64.45943918032597,7.709955913126919,21.486479726775325,2.5699853043756398,4.4465006859200896e-12,2.4236620049118216e-11
UGC00128,21.3,128.0,0.63,3.0,62.14840947280952,62.14840947280952,52.49495975805677,124.19582152054342,65.85159052719048,3.8041784794565814,21.95053017573016,1.2680594931521938,4.192808871423031e-12,2.3468418300015967e-11
UGC00128,23.79,129.0,0.61,3.0,62.929915588692786,62.929915588692786,54.21499899474314,129.61065527986622,66.07008441130722,-0.6106552798662221,22.02336147043574,-0.2035517599554074,4.003998635938789e-12,2.2884236393311908e-11
UGC00128,26.28,129.0,0.65,3.0,62.50806947906805,62.50806947906805,54.72872874459994,133.259041896784,66.49193052093196,-4.259041896783998,22.163976840310653,-1.4196806322613327,3.693642124826781e-12,2.1898656271465694e-11
UGC00128,28.77,131.0,0.73,3.0,63.203527876219056,63.203527876219056,56.14887510894585,137.94624736342647,67.79647212378094,-6.946247363426465,22.598824041260315,-2.315415787808822,3.551335583278153e-12,2.1435290522368946e-11
UGC00128,31.25,131.0,0.83,3.0,62.026110759904974,62.026110759904974,55.458559808202736,139.63777740374775,68.97388924009502,-8.637777403747748,22.991296413365006,-2.8792591345825826,3.1896028276690946e-12,2.0221123809140948e-11
UGC00128,33.74,131.0,0.75,3.0,59.28798697881384,59.28798697881384,52.97264765895697,138.64512332740216,71.71201302118615,-7.64512332740216,23.904004340395385,-2.5483744424673866,2.6953038829878e-12,1.846348055392519e-11
UGC00128,36.23,127.0,1.24,3.0,57.6697477539134,57.6697477539134,51.69106156774109,139.10526217114386,69.3302522460866,-12.105262171143863,23.110084082028866,-4.035087390381288,2.3900777189675662e-12,1.730885098168428e-11
UGC00128,38.82,126.0,1.4,3.0,56.70152348923263,56.70152348923263,51.10729112367432,140.497324486813,69.29847651076737,-14.497324486813,23.09949217025579,-4.832441495604333,2.1805178610410073e-12,1.647896880771306e-11
UGC00128,41.31,130.0,1.62,3.0,55.279603887871694,55.279603887871694,49.95430558019999,140.82279350640675,74.7203961121283,-10.822793506406754,24.906798704042767,-3.6075978354689178,1.9576728243428108e-12,1.5557512914295385e-11
UGC00128,43.8,132.0,2.01,3.0,53.36006892799145,53.36006892799145,48.20477150656354,140.08395599413535,78.63993107200855,-8.083955994135351,26.213310357336184,-2.694651998045117,1.71931479952483e-12,1.4519516007593762e-11
UGC00128,46.28,134.0,2.1,3.0,51.56580723696663,51.56580723696663,46.56685855842114,139.33314470095019,82.43419276303337,-5.333144700950186,27.478064254344456,-1.7777149003167285,1.5184831831085256e-12,1.3594554580562426e-11
UGC00128,48.77,129.0,2.66,3.0,49.61728878123027,49.61728878123027,44.72461275405299,138.09143825023975,79.38271121876973,-9.091438250239747,26.46090373958991,-3.0304794167465823,1.329198605759903e-12,1.2671563521011361e-11
UGC00128,51.26,132.0,4.67,4.67,47.9798030842145,47.9798030842145,43.19033299246488,137.18520010873584,84.0201969157855,-5.185200108735842,17.991476855628587,-1.110321222427375,1.1793533846429932e-12,1.1898312608812303e-11
UGC00128,53.75,125.0,5.95,5.95,46.62685706757426,46.62685706757426,41.9749901727207,136.67591216705344,78.37314293242574,-11.67591216705344,13.17195679536567,-1.9623381793367125,1.0623122571006826e-12,1.1263022410525295e-11
UGC00191,0.62,29.9,1.42,3.0,21.213243504942845,21.213243504942845,16.12159111254221,29.516664326145687,8.686756495057153,0.38333567385431166,2.8955854983523843,0.12777855795143722,1.3585435641428065e-11,4.553992573197247e-11
UGC00191,0.87,34.4,2.31,3.0,27.644197401986546,27.644197401986546,21.040737867289725,37.01244702152844,6.755802598013453,-2.612447021528439,2.2519341993378177,-0.870815673842813,1.649119525626473e-11,5.103002718399045e-11
UGC00191,1.12,46.3,2.05,3.0,31.212339130542578,31.212339130542578,23.80989025594196,41.92910839385936,15.08766086945742,4.370891606140638,5.02922028981914,1.4569638687135462,1.6403866244821455e-11,5.087011119098665e-11
UGC00191,1.37,49.8,1.87,3.0,33.661950270297766,33.661950270297766,25.75033079399175,45.76440795944937,16.13804972970223,4.035592040550625,5.379349909900744,1.3451973468502085,1.568536078484072e-11,4.954326047650669e-11
UGC00191,1.62,57.6,2.76,3.0,35.13131386669163,35.13131386669163,26.973134300633284,48.68299456811171,22.468686133308374,8.917005431888292,7.489562044436124,2.972335143962764,1.4554499307252998e-11,4.7412080081683956e-11
UGC00191,2.3,71.3,7.5,7.5,39.76632072495518,39.76632072495518,30.857641257879706,56.643911495213665,31.53367927504482,14.656088504786332,4.204490570005976,1.954145133971511,1.3416742054399522e-11,4.520933197556442e-11
UGC00191,4.97,76.65,1.09,3.0,46.87299546647301,46.87299546647301,38.81815379432669,76.10845066481131,29.777004533527,0.5415493351886909,9.925668177842333,0.18051644506289696,9.825684585371883e-12,3.777103002416811e-11
UGC00191,7.45,81.0,0.63,3.0,48.81837815823052,48.81837815823052,42.83393147961088,87.83822278604309,32.18162184176948,-6.83822278604309,10.727207280589825,-2.279407595347697,7.981215866558649e-12,3.356296054720851e-11
UGC00191,9.98,83.85,1.04,3.0,45.78200720807247,45.78200720807247,41.084385647104426,91.5229881028312,38.06799279192752,-7.672988102831212,12.689330930642507,-2.5576627009437374,5.481160354763989e-12,2.7200650804522052e-11
UGC00634,4.51,69.75,4.15,4.15,46.50302972925527,46.50302972925527,37.440605417113645,73.01807766116123,23.246970270744733,-3.2680776611612288,5.6016795833119835,-0.7874885930508985,1.0072995461801301e-11,3.8311901122363626e-11
UGC00634,9.01,97.7,1.63,3.0,51.41222885656679,51.41222885656679,44.75016330696458,93.84686848596995,46.28777114343321,3.8531315140300535,15.42925704781107,1.2843771713433512,7.203008260874611e-12,3.167847268904913e-11
UGC00634,13.51,108.0,0.99,3.0,50.91338541091134,50.91338541091134,46.32150228565563,104.64919293322414,57.08661458908866,3.3508070667758574,19.02887152969622,1.1169356889252857,5.147061737055208e-12,2.6270350819008235e-11
UGC00634,18.01,107.5,2.32,3.0,45.46741466149136,45.46741466149136,41.801703745182444,105.59722226766594,62.03258533850864,1.9027777323340587,20.677528446169546,0.6342592441113529,3.1442980618143496e-12,2.0065072368719846e-11
UGC00731,0.91,29.6,2.38,3.0,7.623860964104734,7.623860964104734,5.8019217505926415,18.357228424093652,21.976139035895265,11.24277157590635,7.325379678631755,3.7475905253021167,1.1988139748565477e-12,1.200113404181888e-11
UGC00731,1.81,44.6,2.4,3.0,12.398702190148772,12.398702190148772,10.077760465500258,28.90394798970406,32.201297809851226,15.69605201029594,10.733765936617075,5.232017336765313,1.8184398621809789e-12,1.495840246743931e-11
UGC00731,2.73,50.4,2.86,3.0,14.24418126815297,14.24418126815297,11.932338412901302,34.8148376000253,36.15581873184703,15.585162399974699,12.051939577282342,5.195054133324899,1.6901993544930082e-12,1.4388501124858566e-11
UGC00731,3.64,56.8,3.43,3.43,19.27173744113384,19.27173744113384,17.2267705621222,45.295431201730956,37.52826255886616,11.504568798269041,10.941184419494506,3.3541016904574463,2.6421399037392193e-12,1.8266564213821e-11
UGC00731,4.55,60.7,2.98,3.0,21.363532104968034,21.363532104968034,19.307093618667725,50.70826087042616,39.33646789503197,9.991739129573844,13.112155965010658,3.330579709857948,2.6550448578119914e-12,1.8314517852705357e-11
UGC00731,5.45,64.7,2.46,3.0,23.281583150636468,23.281583150636468,21.286354173507494,55.71720636043838,41.41841684936354,8.98279363956162,13.806138949787846,2.99426454652054,2.6943593664635893e-12,1.8459996671218126e-11
UGC00731,6.36,68.0,2.38,3.0,27.26614101775313,27.26614101775313,25.684432756048945,63.89791025368314,40.73385898224687,4.102089746316857,13.57795299408229,1.3673632487722855,3.3614936606298304e-12,2.0804900790948615e-11
UGC00731,7.28,71.5,2.52,3.0,33.242498792960795,33.242498792960795,31.903018133085776,74.16833816398113,38.257501207039205,-2.668338163981133,12.752500402346401,-0.8894460546603776,4.530870160214466e-12,2.448810461125968e-11
UGC00731,8.19,73.4,2.68,3.0,36.53509477201339,36.53509477201339,35.32404492693327,80.55034618778386,36.86490522798662,-7.150346187783853,12.288301742662206,-2.3834487292612843,4.937492056329791e-12,2.5674404282125202e-11
UGC00731,9.09,74.0,2.83,3.0,37.30970736953052,37.30970736953052,36.295675004055234,83.70035431229672,36.69029263046948,-9.700354312296724,12.230097543489826,-3.2334514374322416,4.696727101198859e-12,2.497699370449032e-11
UGC00731,10.0,73.8,3.22,3.22,38.19740784398858,38.19740784398858,37.27817600151595,86.7825579849526,35.60259215601142,-12.982557984952606,11.056705638512863,-4.031850305885903,4.503589144684228e-12,2.4406997074437312e-11
UGC00731,10.91,73.9,3.42,3.42,37.852276893206835,37.852276893206835,36.97230458059113,88.108716950074,36.04772310679317,-14.208716950073992,10.540269914267009,-4.15459559943684,4.060483485026331e-12,2.3060167539982433e-11
UGC00891,1.48,24.35,2.92,3.0,20.44248478047617,20.44248478047617,16.736359938768043,36.36333419152052,3.9075152195238303,-12.01333419152052,1.3025050731746102,-4.00444473050684,6.133519554118953e-12,2.8954437611308722e-11
UGC00891,2.97,43.55,1.4,3.0,26.472166779468576,26.472166779468576,23.393767845304442,51.1301575331111,17.07783322053142,-7.580157533111105,5.692611073510474,-2.526719177703702,5.971636404805027e-12,2.852641966759437e-11
UGC00891,4.45,54.15,0.67,3.0,29.38792296165212,29.38792296165212,26.841450333392938,60.380105271521,24.76207703834788,-6.230105271521005,8.254025679449294,-2.076701757173668,5.246883251699576e-12,2.6550773359232435e-11
UGC00891,5.94,60.15,0.48,3.0,28.057629194213824,28.057629194213824,25.593467838493478,62.78784870961011,32.092370805786175,-2.637848709610111,10.697456935262059,-0.8792829032033703,3.5737262383379657e-12,2.15087026722664e-11
UGC00891,7.39,63.75,0.95,3.0,26.43268518331045,26.43268518331045,24.277365713767217,64.15911529691518,37.317314816689546,-0.409115296915175,12.439104938896515,-0.13637176563839168,2.5846880655268595e-12,1.805185140203775e-11
UGC01230,0.78,19.8,10.7,10.7,20.64253899112219,20.642538991122187,15.759690859912192,30.576957288047304,-0.8425389911221863,-10.776957288047303,-0.07874196178712023,-1.007192269910963,1.0319300049852566e-11,3.8845738768936715e-11
UGC01230,2.35,55.4,10.7,10.7,40.369855090153585,40.369855090153585,31.046242928895595,57.10104826662868,15.030144909846413,-1.701048266628682,1.404686440172562,-0.15897647351669925,1.3292286557843863e-11,4.496449858292576e-11
UGC01230,3.91,88.5,10.7,10.7,46.247194228406975,46.247194228406975,36.0061957723945,69.25949422715469,42.252805771593025,19.24050577284531,3.9488603524853296,1.7981781096117113,1.0745513506259368e-11,3.9758622474632817e-11
UGC01230,5.48,105.0,10.7,10.7,52.26422395865071,52.26422395865071,41.0888202069614,80.28474130449402,52.73577604134929,24.71525869550598,4.928577200126102,2.309837261262241,9.984268212607831e-12,3.811842263262301e-11
UGC01230,7.03,106.0,10.7,10.7,55.30901107414595,55.30901107414595,44.0278632913295,88.10231521649803,50.69098892585405,17.897684783501973,4.737475600547108,1.6726808208880348,8.936127329734504e-12,3.5782342824090963e-11
UGC01230,8.6,103.0,10.7,10.7,56.806185842740746,56.806185842740746,45.885310830373584,94.216888871385,46.193814157259254,8.783111128615005,4.3171788932018,0.8208515073471968,7.9341125978108e-12,3.345095508752714e-11
UGC01230,13.27,109.0,15.8,15.8,58.99023025891659,58.99023025891659,49.92998804325913,108.66125265653835,50.00976974108341,0.33874734346164814,3.16517530006857,0.021439705282382794,6.08837586956507e-12,2.8835530553717535e-11
UGC01230,14.85,113.0,14.7,14.7,59.84950898712536,59.84950898712536,51.30417688648751,113.10310215455041,53.15049101287464,-0.10310215455041316,3.6156796607397714,-0.007013752010232188,5.744185411484714e-12,2.7917211364655834e-11
UGC01230,25.8,105.0,10.4,10.4,59.54751758050036,59.54751758050036,54.4121480002398,132.28239018535737,45.45248241949964,-27.28239018535737,4.370431001874965,-2.623306748592055,3.718959853532492e-12,2.1980310131180786e-11
UGC01230,32.01,103.0,10.0,10.0,54.60693585983377,54.60693585983377,50.259550376023064,133.14986089414455,48.39306414016623,-30.149860894144553,4.839306414016623,-3.0149860894144553,2.5574136493457254e-12,1.7949204876962713e-11
UGC01230,36.54,103.0,10.0,10.0,49.83959971749371,49.83959971749371,45.76690616591862,130.60848135339847,53.16040028250629,-27.608481353398474,5.316040028250629,-2.7608481353398475,1.857736107068767e-12,1.5129468491629783e-11
UGC01281,0.08,1.41,4.0,4.0,6.028059389223035,6.028059389223035,5.952940449895329,10.774937319788458,-4.618059389223035,-9.364937319788458,-1.1545148473057587,-2.3412343299471146,1.4355639508710588e-11,4.703151543673962e-11
UGC01281,0.23,4.46,4.0,4.0,6.787403774640198,6.787403774640198,6.405298587887999,14.100842632387366,-2.3274037746401977,-9.640842632387365,-0.5818509436600494,-2.410210658096841,5.780965503062173e-12,2.8016362651700395e-11
UGC01281,0.38,7.71,4.0,4.0,5.240680680980286,5.240680680980286,4.023219357678624,12.311569017924123,2.4693193190197142,-4.601569017924123,0.6173298297549286,-1.1503922544810308,1.3804264833699363e-12,1.2926848716887019e-11
UGC01281,0.54,11.0,4.0,4.0,8.273010093067697,8.273010093067697,6.435474807657939,17.162023200005443,2.726989906932303,-6.162023200005443,0.6817474767330758,-1.5405058000013607,2.4855178365588814e-12,1.7676352938457338e-11
UGC01281,0.69,14.2,4.0,4.0,10.49868544152076,10.49868544152076,8.273030641790225,20.793211760989024,3.7013145584792397,-6.593211760989025,0.9253286396198099,-1.6483029402472562,3.214619906891233e-12,2.030689471086886e-11
UGC01281,0.84,17.2,5.78,5.78,12.512741745916436,12.512741745916436,9.914370680986261,23.99622162464245,4.687258254083563,-6.796221624642449,0.8109443346165334,-1.1758168900765482,3.792280679738027e-12,2.2215490032340448e-11
UGC01281,1.0,20.2,4.74,4.74,14.436111457037171,14.436111457037171,11.445788483105913,27.002618301574934,5.763888542962828,-6.802618301574935,1.2160102411313982,-1.4351515404166528,4.245617714106158e-12,2.3629863324480632e-11
UGC01281,1.15,23.2,4.0,4.0,16.045015238384785,16.045015238384785,12.745794365201409,29.56237136180187,7.154984761615214,-6.36237136180187,1.7887461904038036,-1.5905928404504674,4.5781016299148654e-12,2.4628057053156694e-11
UGC01281,1.3,26.4,7.13,7.13,16.325181285364028,16.325181285364028,12.426604685110085,29.97441140172832,10.07481871463597,-3.574411401728323,1.4130180525436145,-0.5013199721919107,3.849559778682774e-12,2.2397906634816263e-11
UGC01281,1.46,29.3,4.38,4.38,17.47196966572458,17.47196966572458,13.329586790294737,31.97619109926719,11.828030334275422,-2.6761910992671893,2.700463546638224,-0.611002534079267,3.9439370319143706e-12,2.2696038550395805e-11
UGC01281,1.61,31.6,4.94,4.94,18.99962436470784,18.99962436470784,14.834438513135572,34.663361835299675,12.60037563529216,-3.0633618352996734,2.5506833269822184,-0.6201137318420391,4.42961319699506e-12,2.4186049641313348e-11
UGC01281,1.76,34.6,4.0,4.0,20.08223503497556,20.08223503497556,16.014178842513278,36.884895356924154,14.51776496502444,-2.284895356924153,3.62944124125611,-0.5712238392310383,4.722219122704199e-12,2.5051509418057788e-11
UGC01281,1.92,37.4,7.09,7.09,21.30757320766492,21.30757320766492,17.366649532941,39.331349662835656,16.09242679233508,-1.9313496628356575,2.269735795815949,-0.2724047479316865,5.090732843429863e-12,2.6111145523785737e-11
UGC01281,2.07,39.9,4.0,4.0,22.138479261232014,22.138479261232014,18.3168235237445,41.19373945000037,17.761520738767985,-1.2937394500003734,4.440380184691996,-0.32343486250009335,5.25266171044939e-12,2.6566940606216937e-11
UGC01281,2.22,42.2,4.37,4.37,23.04219681367208,23.04219681367208,19.338262434872476,43.11804188723212,19.15780318632792,-0.9180418872321141,4.383936655910279,-0.210078235064557,5.459229847666531e-12,2.7140293537524206e-11
UGC01281,2.38,44.4,4.58,4.58,23.76365998746826,23.76365998746826,20.16496407137885,44.81995364240713,20.63634001253174,-0.41995364240712973,4.505751094439244,-0.09169293502339076,5.536909216029594e-12,2.7353651138028846e-11
UGC01281,2.53,46.7,5.91,5.91,24.336285172556632,24.336285172556632,20.78303673672353,46.201316757373405,22.36371482744337,0.4986832426265977,3.784046502105477,0.08437956728030417,5.532825130145868e-12,2.734246344881803e-11
UGC01281,2.68,48.5,7.72,7.72,24.78293255448192,24.78293255448192,21.323071683038535,47.468345169695226,23.71706744551808,1.031654830304774,3.07215899553343,0.13363404537626605,5.498119749292325e-12,2.7247260518311215e-11
UGC01281,2.76,49.3,9.73,9.73,24.927406924908972,24.927406924908972,21.509371352970774,48.01153047342478,24.372593075091025,1.28846952657522,2.504891374623949,0.13242235627700102,5.432450877112116e-12,2.7066460923248818e-11
UGC01281,3.07,53.0,4.0,4.0,25.398121465966728,25.398121465966728,22.164018904521804,49.98907147160248,27.601878534033272,3.010928528397521,6.900469633508318,0.7527321320993803,5.1857085316498904e-12,2.6379175621552323e-11
UGC01281,3.46,54.1,4.0,4.0,26.159229652266134,26.159229652266134,23.14342100900383,52.58633909847682,27.940770347733867,1.5136609015231812,6.985192586933467,0.3784152253807953,5.016819404750686e-12,2.5901160984849477e-11
UGC01281,3.83,55.0,4.0,4.0,26.073096287169268,26.073096287169268,23.155244546322546,53.81560518296104,28.926903712830732,1.1843948170389567,7.231725928207683,0.29609870425973916,4.53679781200441e-12,2.4505701424446067e-11
UGC01281,4.23,55.7,4.0,4.0,25.58733678990449,25.58733678990449,22.742452902006853,54.49810690659012,30.112663210095512,1.2018930934098861,7.528165802523878,0.30047327335247154,3.962631571619216e-12,2.2754742246840714e-11
UGC01281,4.62,56.4,4.0,4.0,26.44250302070513,26.44250302070513,23.765740173619673,56.952413945477105,29.95749697929487,-0.552413945477106,7.4893742448237175,-0.1381034863692765,3.961960749410094e-12,2.2752637743149463e-11
UGC01281,4.99,56.9,4.0,4.0,27.037095369140523,27.037095369140523,24.455497664124522,58.86958919919888,29.862904630859475,-1.9695891991988788,7.465726157714869,-0.4923972997997197,3.884202999083168e-12,2.2507689725403886e-11
UGC02023,0.76,15.1,8.69,8.69,17.02523861800474,17.02523861800474,12.909599141723959,27.153199941379278,-1.9252386180047392,-12.053199941379278,-0.22154644626061443,-1.3870195559699976,7.106591902965743e-12,3.143966411133435e-11
UGC02023,1.51,28.0,8.69,8.69,31.11218629411954,31.11218629411954,24.4701936240807,45.32479670539576,-3.112186294119539,-17.324796705395762,-0.35813421106093657,-1.9936474919903064,1.2851307610989426e-11,4.4090420129676694e-11
UGC02023,2.27,37.6,8.69,8.69,36.7083096859553,36.7083096859553,29.28310092869264,54.79504936073895,0.8916903140447019,-17.19504936073895,0.10261108331929827,-1.9787168424325605,1.2242150840081683e-11,4.286533701392885e-11
UGC02023,3.03,47.9,8.69,8.69,38.67288455752945,38.67288455752945,30.885206814913833,60.06925065300262,9.227115442470549,-12.16925065300262,1.0618084513775086,-1.4003740682396573,1.0202529376514262e-11,3.859324129866737e-11
UGC02023,3.78,58.8,8.69,8.69,40.43783809750466,40.43783809750466,33.17917645150343,65.6164786194295,18.362161902495338,-6.816478619429503,2.1130220831410056,-0.7844049044222674,9.438193113291856e-12,3.691335288686829e-11
UGC02259,1.02,56.1,3.4,3.4,24.172883899113067,24.172883899113067,18.51101715195575,35.50785406212938,31.927116100886934,20.59214593787062,9.390328264966746,6.056513511138418,1.08870407746302e-11,4.005881845537145e-11
UGC02259,2.04,71.1,3.0,3.0,35.86062721146968,35.86062721146968,27.67408795245111,51.851801985914726,35.23937278853032,19.24819801408527,11.746457596176773,6.4160660046950895,1.2166507300929565e-11,4.2711713534635885e-11
UGC02259,3.05,80.7,1.5,3.0,41.71110223909216,41.71110223909216,32.993439499391386,62.48124192382427,38.98889776090784,18.21875807617573,12.996299253635947,6.072919358725244,1.1566575576431305e-11,4.1480971775779377e-11
UGC02259,4.07,82.8,1.5,3.0,45.14917445535411,45.14917445535411,36.41118391373727,70.30338755714563,37.65082554464589,12.49661244285437,12.55027518154863,4.165537480951457,1.0556614101445967e-11,3.9355691666487325e-11
UGC02259,5.09,83.7,1.5,3.0,43.96485705651731,43.96485705651731,36.255809134537316,73.58589173046533,39.73514294348269,10.114108269534668,13.245047647827564,3.3713694231782227,8.369256460332184e-12,3.447631076159486e-11
UGC02259,6.11,86.0,1.5,3.0,44.24391264343604,44.24391264343604,37.17593100380944,77.66379207192813,41.75608735656396,8.336207928071872,13.91869578552132,2.7787359760239574,7.330472206050038e-12,3.1992297403088394e-11
UGC02259,7.13,88.3,2.3,3.0,44.001831939136345,44.001831939136345,37.61869181670197,80.87961733485089,44.29816806086365,7.420382665149106,14.766056020287884,2.4734608883830353,6.432314978493075e-12,2.973295684767603e-11
UGC02259,8.14,90.0,3.0,3.0,41.45266753780749,41.45266753780749,35.61768220982381,80.8081481885476,48.54733246219251,9.191851811452395,16.182444154064168,3.063950603817465,5.050755661251225e-12,2.5997725801821623e-11
UGC02455,0.5,16.9,3.64,3.64,39.95163513549851,39.95163513549851,30.311782362639114,41.88533025225013,-23.051635135498515,-24.98533025225013,-6.332866795466625,-6.864101717651134,5.955282920751065e-11,1.1371122510422062e-10
UGC02455,1.0,23.9,3.64,3.64,62.9129669940943,62.91296699409429,47.85196815179078,63.76988219911509,-39.01296699409429,-39.86988219911509,-10.71784807530063,-10.953264340416233,7.420771598869673e-11,1.3178946174031412e-10
UGC02455,1.51,28.2,3.64,3.64,76.41291837117593,76.41291837117593,58.36058647751922,77.96278491075276,-48.21291837117593,-49.76278491075276,-13.245307244828552,-13.671094755701306,7.309906173589025e-11,1.3045093487697004e-10
