galaxy,radius_kpc,vobs_km_s,evobs_km_s,sigma_used_km_s,vbar_bestfit_baryon_km_s,vpred_baryon_km_s,vbar_bestfit_pmodel_km_s,vpred_pmodel_km_s,resid_baryon_km_s,resid_pmodel_km_s,pull_baryon_sigma,pull_pmodel_sigma,gbar_bestfit_pmodel_m_s2,gpred_pmodel_m_s2
NGC3521,2.75,213.0,8.39,8.39,265.9452879522402,265.9452879522402,201.70112231715515,215.24571465909276,-52.94528795224022,-2.245714659092755,-6.31052299788322,-0.267665632788171,4.794390348731704e-10,5.459913829801191e-10
NGC3521,2.92,210.0,13.3,13.3,265.651111881731,265.651111881731,201.48716635061396,216.01620782538672,-55.651111881731026,-6.016207825386715,-4.184294126445941,-0.4523464530365951,4.505690762173849e-10,5.178920911133536e-10
NGC3521,3.09,214.0,6.67,6.67,267.08242590256657,267.08242590256657,202.56456024191394,217.94447259905417,-53.08242590256657,-3.9444725990541656,-7.958384693038466,-0.5913752022569964,4.3034613453355225e-10,4.98175876535908e-10
NGC3521,3.26,213.0,9.98,9.98,268.08995815956996,268.08995815956996,203.29515022744638,219.54077014087017,-55.08995815956996,-6.5407701408701655,-5.520035887732461,-0.6553877896663493,4.108524596719846e-10,4.791397715105876e-10
NGC3521,3.43,212.0,11.2,11.2,270.0692816741659,270.0692816741659,204.74723017418327,221.77261526781248,-58.06928167416589,-9.772615267812483,-5.184757292336241,-0.8725549346261147,3.9608774490349507e-10,4.646983930179426e-10
NGC3521,3.61,215.0,9.11,9.11,270.48209782904297,270.48209782904297,205.01429434554066,222.970160490142,-55.48209782904297,-7.970160490142007,-6.0902412545601505,-0.8748804050649843,3.7732061904949034e-10,4.4630910391667415e-10
NGC3521,3.78,217.0,10.1,10.1,272.42726806617577,272.42726806617577,206.54644423470472,225.2396226248149,-55.42726806617577,-8.2396226248149,-5.48784832338374,-0.8158042202787029,3.657573824157306e-10,4.349579138315783e-10
NGC3521,3.95,219.0,8.05,8.05,273.3785577619429,273.3785577619429,207.31704417148143,226.80725978813786,-54.378557761942886,-7.807259788137856,-6.755100343098494,-0.9698459364146403,3.526325321097022e-10,4.220522913007026e-10
NGC3521,4.12,220.0,8.29,8.29,274.4402577902884,274.4402577902884,208.16254162552875,228.42785074978156,-54.4402577902884,-8.427850749781555,-6.566979226814041,-1.0166285584778716,3.4084537280876313e-10,4.1044063028764063e-10
NGC3521,4.29,218.0,8.42,8.42,273.3484360774723,273.3484360774723,207.38057176601666,228.57409404368994,-55.348436077472286,-10.57409404368994,-6.573448465257991,-1.2558306465189952,3.248839806004469e-10,3.9468096084626523e-10
NGC3521,4.46,220.0,9.71,9.71,271.84221694946496,271.84221694946496,206.29131914843146,228.43529079454638,-51.842216949464955,-8.435290794546376,-5.339054268739954,-0.8687220179759397,3.0922635560420423e-10,3.791761330802335e-10
NGC3521,4.64,220.0,20.1,20.1,268.4144415712388,268.4144415712388,203.7608338322161,227.0471390756833,-48.4144415712388,-7.0471390756833046,-2.4086786851362585,-0.3506039341135972,2.899832364227306e-10,3.6005060254211167e-10
NGC3521,4.81,216.0,23.5,23.5,264.76985749136924,264.76985749136924,201.0639989555564,225.45628717217917,-48.76985749136924,-9.456287172179174,-2.0753130847391166,-0.40239519881613506,2.7237861695531236e-10,3.4247516207852563e-10
NGC3521,4.98,220.0,14.6,14.6,260.72988913049454,260.72988913049454,198.04695485162094,223.57457252675562,-40.72988913049454,-3.5745725267556168,-2.7897184335955165,-0.24483373470928882,2.552445338384285e-10,3.2528566899426146e-10
NGC3521,5.15,218.0,12.2,12.2,257.26682509410335,257.26682509410335,195.44821118137662,222.0596243824926,-39.26682509410335,-4.059624382492586,-3.218592220828144,-0.33275609692562186,2.4038403767431166e-10,3.1029975127018937e-10
NGC3521,5.32,213.0,23.1,23.1,253.70645879441062,253.7064587944106,192.7646876219812,220.46220370969763,-40.706458794410594,-7.462203709697633,-1.7621843633943979,-0.32303912163193216,2.263564010242731e-10,2.960779812716047e-10
NGC3521,5.49,215.0,21.2,21.2,250.42855510903703,250.42855510903703,190.29056196774445,219.04325415295386,-35.428555109037035,-4.043254152953864,-1.6711582598602375,-0.1907195355166917,2.1375269926157798e-10,2.8322845020348383e-10
NGC3521,5.67,216.0,18.3,18.3,247.1769228224997,247.1769228224997,187.84559354959592,217.68681735470736,-31.176922822499705,-1.6868173547073582,-1.7036569848360494,-0.09217581173264251,2.0168259455638407e-10,2.7085113240904837e-10
NGC3521,5.84,208.0,31.7,31.7,244.3708387144423,244.3708387144423,185.73807249457496,216.57545502439848,-36.3708387144423,-8.57545502439848,-1.147345069856224,-0.2705190859431697,1.9144255260135378e-10,2.6028855877517457e-10
NGC3521,6.01,212.0,25.3,25.3,241.68016514807329,241.68016514807329,183.72290294353613,215.53667513817805,-29.680165148073286,-3.5366751381780546,-1.1731290572360982,-0.1397895311532828,1.8201265329720783e-10,2.5050554360042183e-10
NGC3521,6.19,213.0,23.8,23.8,239.19378558817112,239.19378558817112,181.86295066340475,214.66912197921994,-26.193785588171124,-1.6691219792199377,-1.1005792263937446,-0.07013117559747636,1.731598783075141e-10,2.4126702313731367e-10
NGC3521,6.35,216.0,19.6,19.6,236.98864881255383,236.9886488125538,180.22159722408406,213.89937958342935,-20.988648812553805,2.1006204165706492,-1.0708494292119288,0.10717451104952291,1.657636870669616e-10,2.335042444818502e-10
NGC3521,6.64,210.0,25.0,25.0,232.7472228749464,232.74722287494643,177.07984864461565,212.334116038233,-22.74722287494643,-2.3341160382329917,-0.9098889149978572,-0.09336464152931967,1.5304518110050297e-10,2.2004977682422893e-10
NGC3521,8.82,210.0,10.7,10.7,206.2494510295724,206.2494510295724,157.97970455093272,203.66970735526255,3.7505489704275874,6.330292644737455,0.35051859536706426,0.591616135022192,9.170298324959734e-11,1.524171190329845e-10
NGC3521,11.07,210.0,10.7,10.7,187.42483279971196,187.42483279971196,144.85491689963445,199.1224257123874,22.575167200288035,10.877574287612589,2.1098287103072932,1.0165957278142608,6.142827453213171e-11,1.1607593278240156e-10
NGC3521,13.32,206.0,6.25,6.25,172.99372842967455,172.99372842967455,134.5008472687068,195.8807845921755,33.00627157032545,10.119215407824498,5.281003451252072,1.6190744652519198,4.40144490738164e-11,9.335313342267195e-11
NGC3521,15.49,206.0,6.25,6.25,160.98803568588565,160.98803568588565,125.55985502540211,192.77812792825554,45.01196431411435,13.221872071744457,7.201914290258296,2.115499531479113,3.298372099591011e-11,7.775235536401547e-11
NGC3521,17.74,206.0,10.7,10.7,148.99995112750875,148.99995112750875,116.24388016579623,188.64642259932668,57.00004887249125,17.353577400673316,5.3271073712608645,1.6218296636143288,2.4685165055076104e-11,6.501191921236194e-11
NGC3726,3.5,102.0,7.0,7.0,134.0189573381318,134.0189573381318,101.5778901434756,130.14510193090905,-32.0189573381318,-28.14510193090905,-4.574136762590257,-4.020728847272721,9.553880092324649e-11,1.5683286140367978e-10
NGC3726,5.24,125.0,6.1,6.1,158.99420396354074,158.99420396354074,120.507546875704,155.85471186975852,-33.99420396354074,-30.854711869758518,-5.572820321891925,-5.058149486845659,8.981454195024475e-11,1.5023047520258682e-10
NGC3726,6.98,145.0,4.9,4.9,172.75117351265658,172.75117351265658,131.05909716612575,172.66396753914262,-27.751173512656578,-27.663967539142618,-5.663504798501342,-5.645707661049514,7.974957474637735e-11,1.3841955997098866e-10
NGC3726,8.72,164.0,3.9,3.9,178.74785284304815,178.74785284304815,136.36772175262,183.83605413080642,-14.74785284304815,-19.836054130806417,-3.7815007289867055,-5.086167725847799,6.911242628939789e-11,1.256013621272799e-10
NGC3726,10.47,162.0,4.8,4.8,171.24414575686959,171.24414575686959,131.37222117327542,184.92747664766333,-9.244145756869585,-22.927476647663326,-1.9258636993478304,-4.77655763492986,5.342073495605385e-11,1.0585360680095603e-10
NGC3726,12.19,160.0,4.8,4.8,165.59376471956904,165.59376471956904,127.84513942266243,186.61628007679494,-5.593764719569037,-26.616280076794936,-1.1653676499102161,-5.545058349332279,4.345244228573801e-11,9.258588995664529e-11
NGC3726,13.94,156.0,4.8,4.8,161.38295360415233,161.38295360415233,126.01523111909923,189.47114434440888,-5.382953604152334,-33.471144344408884,-1.1214486675317363,-6.973155071751851,3.691754063576829e-11,8.34589347660136e-11
NGC3726,16.03,146.0,4.85,4.85,153.02071557145456,153.02071557145456,121.04773997890253,189.6598544137818,-7.020715571454559,-43.6598544137818,-1.447570220918466,-9.002031837893156,2.9623018046587853e-11,7.272215803547619e-11
NGC3726,22.3,158.0,4.9,4.9,129.70268136781135,129.70268136781135,103.20627846211681,183.92070316398795,28.29731863218865,-25.92070316398795,5.774962986160948,-5.289939421222031,1.5479496408459212e-11,4.915931572074779e-11
NGC3726,27.52,168.0,10.6,10.6,114.41837221355667,114.41837221355667,91.07943730612304,178.79631274605958,53.581627786443335,-10.796312746059584,5.054870545890881,-1.0185200703829798,9.76881090241765e-12,3.764593965216006e-11
NGC3726,30.08,169.0,10.6,10.6,108.63282700915039,108.63282700915039,86.47553679509598,176.96990370636115,60.36717299084961,-7.969903706361151,5.695016319891473,-0.7518777081472785,8.056717873741275e-12,3.3741971325428077e-11
NGC3726,32.52,167.0,15.2,15.2,104.08471427640082,104.08471427640082,82.89233611136797,175.77848797684433,62.91528572359918,-8.778487976844332,4.139163534447315,-0.5775321037397587,6.8474311860498966e-12,3.07914660184219e-11
NGC3741,0.23,13.1,2.19,3.0,11.51038226993352,11.51038226993352,8.869323536775505,16.948463092304006,1.5896177300664789,-3.848463092304007,0.5298725766888263,-1.2828210307680024,1.1084155596791825e-11,4.047457178543464e-11
NGC3741,0.47,17.3,2.39,3.0,14.270866687065643,14.270866687065643,11.251483279994686,22.629131693847384,3.0291333129343574,-5.329131693847383,1.0097111043114524,-1.776377231282461,8.72913389510355e-12,3.5309159247106086e-11
NGC3741,0.7,23.6,2.21,3.0,14.295918158691311,14.295918158691311,11.686107820827255,25.22067172066756,9.30408184130869,-1.6206717206675592,3.1013606137695633,-0.5402239068891864,6.322534279905246e-12,2.944860408604553e-11
NGC3741,0.93,26.2,2.21,3.0,13.950820979426261,13.950820979426261,11.734370285618226,26.930489636476185,12.249179020573738,-0.7304896364761859,4.08305967352458,-0.24349654549206198,4.798285480081772e-12,2.5272895721896416e-11
NGC3741,1.17,27.4,2.24,3.0,13.402536924030462,13.402536924030462,11.538831656627977,28.105745910199225,13.997463075969536,-0.7057459101992265,4.665821025323178,-0.2352486367330755,3.687969049994945e-12,2.1880327817766542e-11
NGC3741,1.4,26.9,2.23,3.0,12.921118217863343,12.921118217863343,11.365031280203322,29.043393902104153,13.978881782136655,-2.1433939021041546,4.659627260712218,-0.7144646340347182,2.9899414909422674e-12,1.9526128773892274e-11
NGC3741,1.64,27.4,2.21,3.0,12.628660815779318,12.628660815779318,11.307972143580828,30.041095994056,14.77133918422068,-2.641095994056002,4.92377972807356,-0.8803653313520007,2.526824427339053e-12,1.7833523271796104e-11
NGC3741,1.87,31.0,2.2,3.0,12.350176112104634,12.350176112104634,11.193830890271657,30.802180557901167,18.649823887895366,0.19781944209883306,6.216607962631788,0.06593981403294435,2.171527488818526e-12,1.6442610640064252e-11
NGC3741,2.1,32.5,2.19,3.0,12.139613914783286,12.139613914783286,11.111663511823961,31.52282998925693,20.360386085216714,0.9771700107430696,6.786795361738904,0.32572333691435656,1.905409485618283e-12,1.533488627296858e-11
NGC3741,2.33,33.0,2.19,3.0,12.292074682493594,12.292074682493594,11.392063026511044,32.72992665029801,20.707925317506408,0.27007334970198826,6.902641772502136,0.09002444990066276,1.805087637264932e-12,1.4899908375902494e-11
NGC3741,2.57,36.5,2.2,3.0,12.587125009310109,12.587125009310109,11.801743769460511,34.12515948630243,23.912874990689893,2.3748405136975705,7.970958330229965,0.7916135045658569,1.7563404115745905e-12,1.468472138328937e-11
NGC3741,2.8,38.9,2.21,3.0,12.978186930384384,12.978186930384384,12.284281663980193,35.56682352671571,25.921813069615617,3.33317647328429,8.640604356538539,1.1110588244280966,1.7465899421567636e-12,1.4641365543738326e-11
NGC3741,3.26,41.5,2.21,3.0,13.382532421033023,13.382532421033023,12.812467912154942,37.69212432021191,28.117467578966977,3.80787567978809,9.372489192988992,1.2692918932626966,1.6319146312766264e-12,1.4123199194711627e-11
NGC3741,3.73,42.7,2.2,3.0,13.584870260698112,13.584870260698112,13.09781279450886,39.36204125920589,29.115129739301892,3.3379587407941145,9.705043246433965,1.112652913598038,1.4905212793787195e-12,1.3461574140188368e-11
NGC3741,4.21,44.7,2.22,3.0,14.130301624523094,14.130301624523094,13.717637697504626,41.50342521434435,30.56969837547691,3.196574785655656,10.189899458492304,1.0655249285518853,1.4485250685218992e-12,1.325974702958322e-11
NGC3741,4.67,46.7,2.24,3.0,14.42068354829271,14.42068354829271,14.056773242817854,43.08364680221068,32.279316451707295,3.616353197789323,10.759772150569098,1.2054510659297744,1.3712096227001927e-12,1.2881234544134315e-11
NGC3741,5.14,48.5,2.27,3.0,14.632828298042726,14.632828298042726,14.309067894171164,44.486735690870056,33.867171701957275,4.013264309129944,11.289057233985758,1.3377547697099814,1.2909488187254144e-12,1.2478069925993843e-11
NGC3741,5.61,50.0,2.32,3.0,14.568812099824749,14.568812099824749,14.271493474755893,45.355682933011686,35.43118790017525,4.6443170669883145,11.810395966725084,1.548105688996105,1.1765907779456101e-12,1.1883654443325182e-11
NGC3741,6.07,50.2,2.4,3.0,14.420539171612136,14.420539171612136,14.143229829144403,45.99405001724725,35.77946082838787,4.205949982752756,11.926486942795956,1.401983327584252,1.0679673146752574e-12,1.129442354819531e-11
NGC3741,6.54,50.1,2.57,3.0,14.174002751516595,14.174002751516593,13.911891100781375,46.415401226623665,35.92599724848341,3.6845987733763366,11.975332416161137,1.2281995911254455,9.59056173693387e-13,1.0675689264688117e-11
NGC3741,7.0,51.6,3.24,3.24,13.930786912446834,13.930786912446834,13.682506495521936,46.766541894458,37.66921308755317,4.833458105542,11.626300335664556,1.4918080572660495,8.667278281481434e-13,1.0125627113404298e-11
NGC3769,1.74,87.5,9.4,9.4,122.95688116571596,122.95688116571596,93.51357904604015,111.23627231268132,-35.456881165715956,-23.736272312681322,-3.7720086346506334,-2.5251353524129065,1.628731758158853e-10,2.304586745125221e-10
NGC3769,3.5,106.0,7.1,7.1,133.8857038671418,133.8857038671418,102.49490572706527,130.96568078657086,-27.885703867141814,-24.965680786570857,-3.9275639249495513,-3.5162930685311067,9.727158018260824e-11,1.5881679229197352e-10
NGC3769,5.24,116.0,5.3,5.3,123.48927578538954,123.48927578538954,95.48840135848958,133.173408436166,-7.4892757853895375,-17.173408436166,-1.4130709029036863,-3.2402657426728303,5.639224870387081e-11,1.0968650491492529e-10
NGC3769,6.98,125.0,5.7,5.7,112.1032190171183,112.1032190171183,87.94912435038792,132.91093116274251,12.896780982881694,-7.910931162742514,2.2625931548915252,-1.3878826601302656,3.591344541172985e-11,8.201918196425388e-11
NGC3769,8.72,126.0,4.4,4.4,102.51044696029764,102.51044696029764,81.3512751959058,132.11434289351766,23.489553039702358,-6.114342893517659,5.3385347817505355,-1.389623384890377,2.459584229718209e-11,6.486835845370323e-11
NGC3769,10.47,123.0,4.4,4.4,94.52949627497227,94.52949627497227,75.55166514379414,131.04917284347246,28.470503725027726,-8.049172843472462,6.470569028415392,-1.8293574644255595,1.766814090711811e-11,5.31583315238128e-11
NGC3769,12.31,118.0,4.6,4.6,87.75884014730366,87.75884014730366,70.26172630956343,129.83613589720107,30.24115985269634,-11.836135897201075,6.574165185368771,-2.5730730211306687,1.299657849089868e-11,4.43795164010147e-11
NGC3769,14.52,115.0,6.4,6.4,81.37625240818109,81.37625240818109,65.58000835620561,129.2239754496575,33.62374759181891,-14.223975449657502,5.2537105612217045,-2.2224961640089846,9.598995183452902e-12,3.727082735466986e-11
NGC3769,17.07,122.0,15.2,15.2,76.49682346346152,76.49682346346152,62.2940446591807,129.99505725391504,45.503176536538476,-7.995057253915036,2.993630035298584,-0.5259906088101998,7.367310831924281e-12,3.208260415934778e-11
NGC3769,31.82,121.0,10.2,10.2,59.567255468084134,59.567255468084134,50.22443711979259,132.9167346516427,61.432744531915866,-11.916734651642713,6.022818091364301,-1.1683073187885014,2.5690906930148126e-12,1.799320825006362e-11
NGC3769,34.61,118.0,10.4,10.4,57.19159460969766,57.19159460969766,48.26583112306261,132.67403608820229,60.80840539030234,-14.674036088202286,5.84696205675984,-1.410965008480989,2.1813604438631884e-12,1.6482372980255704e-11
NGC3769,37.16,113.0,10.5,10.5,55.236705640362004,55.236705640362004,46.65692499511728,132.4744661183502,57.763294359637996,-19.474466118350193,5.501266129489333,-1.8547110588904947,1.8984797730787717e-12,1.5305168151075927e-11
NGC3877,0.87,37.8,9.0,9.0,98.76662941500027,98.76662941500027,74.85885602919669,86.40470569593856,-60.96662941500027,-48.60470569593856,-6.77406993500003,-5.400522855104285,2.0874523673664677e-10,2.7810256387775057e-10
NGC3877,1.74,80.1,9.0,9.0,111.47724600114587,111.47724600114587,84.49269918756293,103.23232750023456,-31.377246001145878,-23.132327500234567,-3.4863606667939866,-2.570258611137174,1.3296537873459926e-10,1.9848680672051144e-10
NGC3877,2.61,121.0,8.5,8.5,118.2833885209584,118.2833885209584,89.65132458586429,114.11635947546236,2.716611479041603,6.88364052453764,0.3196013504754827,0.8098400617103105,9.979812195328947e-11,1.6169804318188136e-10
NGC3877,3.5,142.0,7.3,7.3,128.98724256297595,128.98724256297595,97.9272469948992,126.87320157795058,13.01275743702405,15.126798422049418,1.7825695119211027,2.07216416740403,8.879499791017502e-11,1.4904630324671449e-10
NGC3877,4.37,153.0,6.2,6.2,140.30008476120034,140.30008476120034,106.75497339234363,139.37032919069608,12.699915238799662,13.629670809303917,2.0483734256128487,2.1983340015006316,8.451703465357588e-11,1.4404847652521893e-10
NGC3877,5.24,160.0,5.3,5.3,156.1011929358645,156.1011929358645,118.92407946248731,154.43350423314985,3.8988070641354966,5.566495766850153,0.7356239743651881,1.0502822201604063,8.746972570897693e-11,1.4750312452179683e-10
NGC3877,6.11,162.0,5.3,5.3,177.22680493085687,177.22680493085687,135.09740791739858,172.74874320995988,-15.226804930856872,-10.748743209959883,-2.872982062425825,-2.0280647565962044,9.680600039472562e-11,1.5828437198817903e-10
NGC3877,6.98,167.0,4.5,4.5,189.34544173546928,189.34544173546928,144.4436164944647,184.68130119879555,-22.34544173546928,-17.681301198795552,-4.965653718993173,-3.929178044176789,9.687032106525313e-11,1.5835795462483474e-10
