galaxy,distance_mpc,r_kpc,vobs_km_s,evobs_km_s,vgas_km_s,vdisk_km_s,vbul_km_s,g_obs_m_s2,g_obs_sigma_m_s2,g_bar_m_s2
F563-V1,54.0,5.24,29.5,5.0,16.46,24.18,0.0,5.382229344730837e-12,1.824484523637572e-12,3.483638589028417e-12
F563-V1,54.0,6.55,28.6,5.0,18.52,23.59,0.0,4.047065385639562e-12,1.4150578271466999e-12,3.073715632747116e-12
F563-V1,54.0,7.87,27.3,5.0,20.17,23.33,0.0,3.0690221049936354e-12,1.1241839212430899e-12,2.795937446969073e-12
F563-V2,59.7,0.28,11.9,7.89,0.95,6.22,0.0,1.6390241256364873e-11,2.173428630465863e-11,2.3433959299854724e-12
F563-V2,59.7,0.87,34.8,7.89,2.93,17.64,0.0,4.511164770906556e-11,2.0455798874972834e-11,6.11537659441718e-12
F563-V2,59.7,1.46,58.5,8.68,4.98,27.33,0.0,7.596408851576012e-11,2.254250558348027e-11,8.840332038312786e-12
F563-V2,59.7,2.05,81.5,14.2,7.2,35.16,0.0,1.0500520114786262e-10,3.659076947974599e-11,1.0591069069001286e-11
F563-V2,59.7,2.35,91.8,17.5,8.24,37.71,0.0,1.1621627599649844e-10,4.430903768929679e-11,1.074173051004789e-11
F563-V2,59.7,4.76,114.0,8.68,16.62,45.06,0.0,8.84814446336533e-11,1.3474016481054573e-11,8.792494291608902e-12
F563-V2,59.7,7.86,116.0,8.68,34.33,41.16,0.0,5.5480822034050096e-11,8.302991987164738e-12,8.351899304846167e-12
F563-V2,59.7,8.7,117.0,16.6,39.57,40.09,0.0,5.099198585425738e-11,1.4469520772319188e-11,8.82605360666475e-12
F563-V2,59.7,10.18,118.0,51.9,39.57,38.11,0.0,4.432672969177145e-11,3.899249611869387e-11,7.296436136314466e-12
F563-V2,59.7,10.47,118.0,40.3,39.57,37.78,0.0,4.3098959719411017e-11,2.943878096088583e-11,7.0555792116739225e-12
F565-V2,51.8,1.26,21.7,10.0,5.7,11.4,0.0,1.2111512377829024e-11,1.1162684219197258e-11,2.506974264620177e-12
F565-V2,51.8,2.51,40.3,10.0,10.7,17.23,0.0,2.0969391379257765e-11,1.0406645845785492e-11,3.3947673060044998e-12
F565-V2,51.8,3.78,57.7,7.0,14.75,19.15,0.0,2.854363513374135e-11,6.9256653704051806e-12,3.437315835043308e-12
F565-V2,51.8,5.03,68.5,7.0,18.18,18.51,0.0,3.023170302364875e-11,6.178742223811423e-12,3.2331924511694444e-12
F565-V2,51.8,6.29,73.5,7.0,21.5,20.41,0.0,2.7833863142131672e-11,5.30168821754889e-12,3.4547740256077145e-12
F565-V2,51.8,7.54,78.5,5.0,24.72,20.52,0.0,2.6486063894401247e-11,3.3740208782676747e-12,3.5313903697690013e-12
F565-V2,51.8,8.8,83.1,6.0,27.11,18.68,0.0,2.5431315760204434e-11,3.6723921675385464e-12,3.3491365863388065e-12
F567-2,79.0,1.92,26.9,8.0,-8.25,24.52,0.0,1.2213855737681444e-11,7.264746907171119e-12,6.222932576249913e-12
F567-2,79.0,3.83,46.8,5.0,-11.91,32.41,0.0,1.853285752196508e-11,3.96001229101818e-12,5.644304941773723e-12
F567-2,79.0,5.75,47.6,5.0,-2.02,32.86,0.0,1.2770135796263418e-11,2.682801637870466e-12,3.065891057799843e-12
F567-2,79.0,7.67,48.1,8.0,17.45,32.97,0.0,9.775618476990063e-12,3.2517649819509565e-12,3.5830805808873797e-12
F567-2,79.0,9.59,52.2,10.0,24.22,33.05,0.0,9.208138726850452e-12,3.5280225007089854e-12,3.82797081714103e-12
F568-1,90.7,0.44,15.7,9.1,-2.08,12.26,0.0,1.8154992887616854e-11,2.1045915321950748e-11,5.85404059274764e-12
F568-1,90.7,1.32,44.5,9.1,-5.39,28.49,0.0,4.861782718122881e-11,1.9884145049401448e-11,1.0677192976226759e-11
F568-1,90.7,2.2,69.4,9.1,-6.26,35.84,0.0,7.094890790231028e-11,1.8606197749597223e-11,1.0038172433230382e-11
F568-1,90.7,3.08,90.0,11.4,-3.53,40.15,0.0,8.52282865081148e-11,2.1591165915389082e-11,8.611972703594164e-12
F568-1,90.7,3.96,105.0,9.88,1.83,41.23,0.0,9.022624158112153e-11,1.6979719368028205e-11,6.983268449121402e-12
F568-1,90.7,4.84,113.0,16.2,8.4,42.44,0.0,8.54989891465188e-11,2.4514754410152294e-11,6.502562042680322e-12
F568-1,90.7,5.53,117.0,24.8,13.64,43.19,0.0,8.022247322460021e-11,3.4008843349915983e-11,6.556205798267015e-12
F568-1,90.7,7.48,124.0,9.1,27.27,47.2,0.0,6.661794432419327e-11,9.777795054034817e-12,8.048106661702019e-12
F568-1,90.7,8.37,127.0,9.1,32.13,48.6,0.0,6.244985562658085e-11,8.949506869321034e-12,8.569739032852099e-12
F568-1,90.7,9.24,130.0,9.1,36.26,48.96,0.0,5.927399349741317e-11,8.298359089637845e-12,8.815089422394311e-12
F568-1,90.7,10.13,133.0,9.1,39.77,48.92,0.0,5.659046875713857e-11,7.743958882555804e-12,8.888104653570272e-12
F568-1,90.7,13.23,142.0,23.8,47.41,49.96,0.0,4.939310173269552e-11,1.6557124242790893e-11,8.562978839793155e-12
F568-3,82.4,0.64,12.4,8.6,1.18,13.56,0.0,7.785972242890088e-12,1.0799896982073348e-11,4.725927163443922e-12
F568-3,82.4,1.18,21.9,6.2,1.55,21.17,0.0,1.3172119957715357e-11,7.458186642724676e-12,6.220289973639166e-12
F568-3,82.4,1.8,32.3,1.88,1.6,27.72,0.0,1.8783736804913395e-11,2.1865897952468847e-12,6.963340029789286e-12
F568-3,82.4,2.03,37.9,6.2,1.54,29.76,0.0,2.293146689236838e-11,7.502643521513665e-12,7.107370620553437e-12
F568-3,82.4,2.78,53.1,9.5,1.46,36.4,0.0,3.2869545655792183e-11,1.1761231025613022e-11,7.74769607483627e-12
F568-3,82.4,3.0,62.4,11.0,1.62,38.08,0.0,4.2062722553556306e-11,1.4829806028497416e-11,7.860700292265623e-12
F568-3,82.4,3.64,68.0,6.2,2.96,42.4,0.0,4.1168580863710834e-11,7.507211804559035e-12,8.080950822852051e-12
F568-3,82.4,4.19,78.0,7.98,5.28,45.43,0.0,4.705704342954539e-11,9.628595040199286e-12,8.197244537473326e-12
F568-3,82.4,4.6,82.3,6.2,6.86,46.43,0.0,4.7718995550870925e-11,7.189739305356008e-12,7.925340194939552e-12
F568-3,82.4,5.14,85.7,6.3,8.92,47.19,0.0,4.6307142185858453e-11,6.8082846154237636e-12,7.521977668419961e-12
F568-3,82.4,5.39,85.5,6.51,9.95,47.91,0.0,4.395344489918492e-11,6.693261433770616e-12,7.495799539274301e-12
F568-3,82.4,6.31,89.5,15.6,14.48,50.48,0.0,4.1140177976658836e-11,1.434160394270118e-11,7.62063651736257e-12
F568-3,82.4,9.1,95.2,15.5,26.69,51.31,0.0,3.22761673971493e-11,1.051009652638265e-11,7.224851430244758e-12
F568-3,82.4,10.17,97.5,6.2,29.9,52.01,0.0,3.029268251748328e-11,3.85260782786454e-12,7.15880831775262e-12
F568-3,82.4,11.99,101.0,10.2,33.72,51.6,0.0,2.757230152762466e-11,5.5690589224113176e-12,6.671622310654257e-12
F568-3,82.4,14.02,107.0,10.7,36.41,50.13,0.0,2.6464823170362723e-11,5.292964634072544e-12,5.9688509989405785e-12
F568-3,82.4,15.94,117.0,11.7,38.69,49.27,0.0,2.7831259531495554e-11,5.566251906299111e-12,5.51111911436527e-12
F568-3,82.4,17.98,120.0,12.0,39.0,48.97,0.0,2.595507328587256e-11,5.191014657174512e-12,4.9026798381635355e-12
F568-V1,80.6,0.39,17.4,30.4,-1.11,12.25,0.0,2.515841891467118e-11,8.7909877586897e-11,6.33724833906787e-12
F568-V1,80.6,1.18,46.3,37.1,-2.76,28.99,0.0,5.887479792363552e-11,9.435226794673339e-11,1.1749957521793667e-11
F568-V1,80.6,1.95,69.1,13.1,-2.63,34.78,0.0,7.935438645657358e-11,3.008805969844035e-11,1.0166758396830333e-11
F568-V1,80.6,2.74,85.2,6.2,-0.03,37.08,0.0,8.585746895346067e-11,1.2495687969752492e-11,8.131092764658798e-12
F568-V1,80.6,3.53,93.2,6.2,3.84,41.2,0.0,7.974557137434342e-11,1.0609925805170154e-11,7.927199528690234e-12
F568-V1,80.6,4.3,100.0,12.4,7.34,44.37,0.0,7.53669602196364e-11,1.8691006134469826e-11,7.82477906754198e-12
F568-V1,80.6,5.09,108.0,6.2,9.92,45.35,0.0,7.426414466027323e-11,8.52662401654989e-12,7.173758792085314e-12
F568-V1,80.6,5.87,112.0,6.2,12.15,44.94,0.0,6.925440444086902e-11,7.667451920239071e-12,6.390045486438914e-12
F568-V1,80.6,6.4,113.0,24.9,13.65,45.12,0.0,6.465861054205484e-11,2.849556464596753e-11,6.097879174209065e-12
F568-V1,80.6,7.44,113.0,15.5,17.06,45.76,0.0,5.5620310143703085e-11,1.5258669154467218e-11,5.828316788340778e-12
F568-V1,80.6,8.21,112.0,13.1,19.87,46.01,0.0,4.9515633869415485e-11,1.1583121494452551e-11,5.736601512042478e-12
F568-V1,80.6,9.0,111.0,26.4,22.99,44.52,0.0,4.436626847249336e-11,2.1103954732861707e-11,5.471714828228244e-12
F568-V1,80.6,9.72,111.0,19.4,26.1,43.69,0.0,4.107987821527163e-11,1.4359452925698552e-11,5.4533715039931884e-12
F568-V1,80.6,11.79,113.0,12.5,34.23,40.77,0.0,3.509882166829101e-11,7.765226032807745e-12,5.5051723889734876e-12
F568-V1,80.6,17.63,118.0,14.6,36.03,33.12,0.0,2.55953549780053e-11,6.333765808116566e-12,3.3945060134917746e-12
F571-8,53.3,0.22,12.4,7.0,0.92,38.29,0.0,2.265010107022571e-11,2.5572694756706446e-11,1.0811069568673709e-10
F571-8,53.3,0.78,37.5,4.0,2.67,85.69,0.0,5.842751122796332e-11,1.2464535728632174e-11,1.5283668650551354e-10
F571-8,53.3,1.33,56.5,4.0,3.9,104.0,0.0,7.778479463705845e-11,1.1013776231795887e-11,1.321460650399066e-10
F571-8,53.3,2.33,69.1,4.0,5.34,114.45,0.0,6.641246935206803e-11,7.688853181136675e-12,9.149174547282027e-11
F571-8,53.3,3.44,85.5,7.5,7.09,107.32,0.0,6.886891511819963e-11,1.208226581021046e-11,5.4726392647076115e-11
F571-8,53.3,3.78,87.1,8.4,7.29,103.7,0.0,6.504201166463923e-11,1.2545416716026854e-11,4.655395824653082e-11
F571-8,53.3,4.77,105.0,4.0,8.42,92.03,0.0,7.490480433149713e-11,5.70703271097121e-12,2.9253005339484835e-11
F571-8,53.3,5.44,112.0,6.7,8.94,86.43,0.0,7.472855773307006e-11,8.940738157349454e-12,2.2727132698808935e-11
F571-8,53.3,6.11,116.0,4.0,9.45,81.42,0.0,7.137140117637213e-11,4.922165598370492e-12,1.8054538952009936e-11
F571-8,53.3,7.22,124.0,4.0,10.47,76.23,0.0,6.90169284688318e-11,4.452705062505278e-12,1.3533742757503148e-11
F571-8,53.3,9.33,135.0,4.0,11.28,68.45,0.0,6.330461152210456e-11,3.751384386495085e-12,8.579345406106609e-12
F571-8,53.3,11.1,140.0,4.0,11.8,64.24,0.0,5.7224571237035635e-11,3.269975499259179e-12,6.43084125889522e-12
F571-8,53.3,15.55,144.0,5.0,11.28,55.43,0.0,4.321594813242338e-11,3.001107509196068e-12,3.4668644932908736e-12
F571-V1,80.1,1.95,32.0,10.0,7.85,23.82,0.0,1.7018246114825796e-11,1.0636403821766122e-11,5.738983031886422e-12
F571-V1,80.1,3.88,57.6,10.0,15.1,35.57,0.0,2.7711669833368393e-11,9.622107581030692e-12,7.188369618533167e-12
F571-V1,80.1,5.83,70.9,7.0,20.84,33.21,0.0,2.7943021852438813e-11,5.517662989198073e-12,5.479627747052053e-12
F571-V1,80.1,7.78,77.0,6.0,25.68,32.58,0.0,2.4697404122256606e-11,3.848946096975055e-12,4.9577699832536794e-12
F571-V1,80.1,9.72,82.5,6.0,29.5,31.97,0.0,2.2692956830021307e-11,3.3007937207303722e-12,4.605408933196798e-12
F571-V1,80.1,11.66,84.3,6.0,30.81,29.08,0.0,1.975177153743009e-11,2.8116400765025037e-12,3.813555899584324e-12
F571-V1,80.1,13.59,83.9,6.0,28.8,26.58,0.0,1.6786259000772383e-11,2.400895208692117e-12,2.820332173973683e-12
F574-1,96.8,0.47,15.3,4.4,0.25,12.99,0.0,1.6141149443958116e-11,9.283798372995519e-12,5.8218565828718276e-12
F574-1,96.8,1.41,41.0,4.36,0.88,32.88,0.0,3.863652472025516e-11,8.217329160015244e-12,1.244187113623324e-11
F574-1,96.8,2.35,60.7,4.4,1.88,41.13,0.0,5.0811144187935614e-11,7.366360277657881e-12,1.1713318899133345e-11
F574-1,96.8,3.29,74.9,4.4,3.41,42.43,0.0,5.526080310509357e-11,6.492591019023009e-12,8.981396726316696e-12
F574-1,96.8,4.22,83.0,6.28,5.43,44.37,0.0,5.2904569964412875e-11,8.005799984976213e-12,7.78580598016114e-12
F574-1,96.8,5.17,86.8,4.4,7.8,46.69,0.0,4.722787031664084e-11,4.788079018276951e-12,7.213824569359286e-12
F574-1,96.8,6.11,89.4,4.4,10.44,48.85,0.0,4.2391939053655584e-11,4.172808318480639e-12,6.9067045327815605e-12
F574-1,96.8,7.05,92.5,4.4,13.15,49.34,0.0,3.933179829121752e-11,3.741835945542856e-12,6.390266515832593e-12
F574-1,96.8,7.99,94.7,4.4,16.07,50.15,0.0,3.6374969133758593e-11,3.3801449670229737e-12,6.147973890823438e-12
F574-1,96.8,8.92,96.3,4.4,18.98,49.17,0.0,3.3692805480636e-11,3.0788856513976827e-12,5.700737315314932e-12
F574-1,96.8,9.87,97.8,4.4,21.99,49.76,0.0,3.1405810920819697e-11,2.8258807372516702e-12,5.652775736633543e-12
F574-1,96.8,10.79,98.8,4.62,25.0,50.33,0.0,2.931851027539741e-11,2.74193355207158e-12,5.681288680645346e-12
F574-1,96.8,11.8,99.5,4.4,27.82,50.68,0.0,2.7190275559594556e-11,2.404768089692785e-12,5.652643037927158e-12
F574-1,96.8,12.6,99.7,5.14,30.02,50.19,0.0,2.5566379212073844e-11,2.6361321795398104e-12,5.557469526254231e-12
F574-2,89.1,2.17,12.6,10.0,-8.64,21.61,0.0,2.370995944664458e-12,3.763485626451521e-12,4.601990970748258e-12
F574-2,89.1,4.32,23.0,10.0,-7.74,27.24,0.0,3.968454268787197e-12,3.4508297989453888e-12,3.2326503347266756e-12
F574-2,89.1,6.49,30.0,8.0,15.6,34.0,0.0,4.494146934514528e-12,2.3968783650744147e-12,4.101458362369837e-12
F574-2,89.1,8.65,36.0,8.0,23.65,34.44,0.0,4.855549085687742e-12,2.158021815861219e-12,4.317464704074445e-12
F574-2,89.1,10.83,40.0,8.0,28.17,36.32,0.0,4.787854905919652e-12,1.915141962367861e-12,4.34833012479716e-12
F579-V1,89.5,0.42,35.7,9.1,-1.7,15.39,0.0,9.834144753818927e-11,5.013485560770434e-11,9.360917674218981e-12
F579-V1,89.5,1.47,83.3,9.3,-4.3,40.7,0.0,1.5297558505940553e-10,3.415781371074361e-11,1.8667219398963778e-11
F579-V1,89.5,2.11,94.2,10.4,-3.8,48.7,0.0,1.3629151058760712e-10,3.0094091509790105e-11,1.843534961815512e-11
F579-V1,89.5,2.84,97.6,9.1,-0.8,53.6,0.0,1.0870030184583648e-10,2.0269933336006392e-11,1.6399256100162984e-11
F579-V1,89.5,3.9,101.0,9.1,5.9,57.61,0.0,8.476715264518455e-11,1.527487305091444e-11,1.4078826476022342e-11
F579-V1,89.5,4.74,105.0,16.7,10.47,63.1,0.0,7.537888537156989e-11,2.3977664489623184e-11,1.43607948433176e-11
F579-V1,89.5,5.69,106.0,9.1,13.24,67.96,0.0,6.399542371915094e-11,1.0987893506495728e-11,1.4151090020598977e-11
F579-V1,89.5,6.32,108.0,11.5,14.88,69.85,0.0,5.981083802544157e-11,1.2737493283195889e-11,1.364473534378368e-11
F579-V1,89.5,7.37,110.0,23.0,17.96,72.36,0.0,5.320682415505674e-11,2.225012646484191e-11,1.2930341754097947e-11
F579-V1,89.5,8.21,112.0,19.7,20.83,72.55,0.0,4.9515633869415485e-11,1.7418892629062232e-11,1.2101173090145086e-11
F579-V1,89.5,9.16,113.0,9.1,23.19,73.73,0.0,4.517632177610818e-11,7.276186339160787e-12,1.1519033513033664e-11
F579-V1,89.5,10.85,114.0,9.1,26.37,73.37,0.0,3.881766603282854e-11,6.197206331556838e-12,1.0116474426315937e-11
F579-V1,89.5,12.21,114.0,9.1,28.32,69.96,0.0,3.449399479575673e-11,5.506936011252391e-12,8.624091116578334e-12
F579-V1,89.5,15.16,114.0,11.2,33.04,63.57,0.0,2.7781772853310665e-11,5.458874665913675e-12,6.653033534009084e-12
F583-1,35.4,0.26,14.6,13.0,-0.5,5.06,0.0,2.656940435915234e-11,4.731537762588773e-11,1.626846274229614e-12
F583-1,35.4,0.44,10.0,7.0,-0.86,8.17,0.0,7.365407476009922e-12,1.031157046641389e-11,2.512638789069763e-12
F583-1,35.4,0.77,10.7,7.13,-1.55,13.14,0.0,4.818660011019291e-12,6.4218777343116905e-12,3.734568833048887e-12
F583-1,35.4,0.89,17.4,9.6,-1.78,14.55,0.0,1.1024475704181753e-11,1.2164938708062624e-11,3.969759818679476e-12
F583-1,35.4,1.22,23.5,11.2,-2.43,17.29,0.0,1.466983903766927e-11,1.3983165721012409e-11,4.127396734565842e-12
F583-1,35.4,1.55,31.0,5.2,-2.98,18.37,0.0,2.0092831594555062e-11,6.740820922044279e-12,3.713490856142135e-12
F583-1,35.4,1.8,32.3,2.41,-3.18,18.25,0.0,1.8783736804913395e-11,2.8030220247579744e-12,3.180350458510329e-12
F583-1,35.4,2.21,40.9,5.9,-3.53,19.06,0.0,2.4530352955544928e-11,7.077216745120541e-12,2.846352987263497e-12
F583-1,35.4,2.31,43.8,4.26,-3.66,19.39,0.0,2.691446155862185e-11,5.235415810033292e-12,2.8252531627451687e-12
F583-1,35.4,2.54,44.8,4.5,-4.08,20.16,0.0,2.56077703349859e-11,5.144418147653417e-12,2.8051777242275852e-12
F583-1,35.4,3.1,51.7,12.7,-5.16,22.16,0.0,2.7942730822461126e-11,1.3728150152621133e-11,2.8451784069945654e-12
F583-1,35.4,3.43,55.7,4.5,-4.94,23.71,0.0,2.931336833151093e-11,4.736450897371605e-12,2.886331101289942e-12
F583-1,35.4,3.86,59.4,9.85,-3.07,24.94,0.0,2.9623409361927255e-11,9.824598727777221e-12,2.6902388941580388e-12
F583-1,35.4,4.09,62.0,4.5,1.31,25.34,0.0,3.045857112133041e-11,4.421405485354415e-12,2.5575524946043687e-12
F583-1,35.4,4.37,63.0,3.2,4.42,25.74,0.0,2.9433988557905455e-11,2.990119472549126e-12,2.6015982395556888e-12
F583-1,35.4,4.76,66.6,6.9,7.13,26.09,0.0,3.019888862413414e-11,6.2574273725683346e-12,2.6633006747587647e-12
F583-1,35.4,5.4,71.3,2.95,11.25,26.17,0.0,3.050947641843597e-11,2.5246270809084463e-12,2.8146585229121747e-12
F583-1,35.4,5.86,72.3,15.5,13.88,25.92,0.0,2.890869141965808e-11,1.239515123111204e-11,2.92321388898329e-12
F583-1,35.4,6.08,73.4,6.0,14.94,25.73,0.0,2.8716929060261322e-11,4.694865786418745e-12,2.954119835254639e-12
F583-1,35.4,6.43,72.4,5.81,16.72,25.39,0.0,2.641895372976345e-11,4.2401690930918685e-12,3.0335531262808907e-12
F583-1,35.4,6.97,77.1,12.1,19.67,24.74,0.0,2.7639197727354346e-11,8.675338326873867e-12,3.2219144202749784e-12
F583-1,35.4,7.96,80.3,13.5,24.09,23.76,0.0,2.625230719657452e-11,8.827052232970262e-12,3.511917297310192e-12
F583-1,35.4,10.29,84.7,6.0,31.66,22.09,0.0,2.25944045603595e-11,3.2010962777368834e-12,3.9252786446388135e-12
F583-1,35.4,15.49,86.9,5.6,39.34,17.78,0.0,1.5799290697198815e-11,2.0362722187413894e-12,3.568622715202967e-12
F583-1,35.4,16.26,85.8,8.6,39.55,17.09,0.0,1.4672478750519813e-11,2.941336066537771e-12,3.4086710893547244e-12
F583-4,53.3,0.22,10.7,4.9,0.47,5.59,0.0,1.6865310038567518e-11,1.5446732558688005e-11,2.334090263740068e-12
F583-4,53.3,0.76,24.7,4.9,1.87,17.63,0.0,2.601535574601464e-11,1.0321882036880304e-11,6.776015358709318e-12
F583-4,53.3,1.31,38.9,4.9,3.27,26.64,0.0,3.7434958996794714e-11,9.430915120015121e-12,9.042954257031508e-12
F583-4,53.3,1.94,42.7,7.89,4.87,32.27,0.0,3.045814675593307e-11,1.1255961494347164e-11,9.09411697933628e-12
F583-4,53.3,3.92,55.0,4.9,8.5,38.26,0.0,2.50085646698194e-11,4.456071522986002e-12,6.6482586437777574e-12
F583-4,53.3,4.35,57.2,4.9,9.17,38.43,0.0,2.4375428299714146e-11,4.176209743657319e-12,6.12783943955361e-12
F583-4,53.3,5.0,59.8,4.9,10.3,39.09,0.0,2.3178312740449258e-11,3.798452589571952e-12,5.639630369803331e-12
F583-4,53.3,5.05,62.5,3.43,10.4,39.06,0.0,2.5067909107707034e-11,2.751453703661924e-12,5.589553652492602e-12
F583-4,53.3,5.83,61.8,3.98,12.1,38.38,0.0,2.12303840367367e-11,2.734528429327251e-12,4.907986243483115e-12
F583-4,53.3,6.09,64.4,4.9,12.72,38.13,0.0,2.2070079464482737e-11,3.358490353290851e-12,4.729445624037633e-12
F583-4,53.3,6.74,67.2,4.9,14.18,39.23,0.0,2.1713413570392344e-11,3.1665394790155504e-12,4.666764730059102e-12
F583-4,53.3,7.29,69.9,4.9,15.33,36.96,0.0,2.172082306724014e-11,3.0452656088548407e-12,4.081113359197289e-12
IC2574,3.91,0.85,10.3,0.2,0.0,9.59,0.0,4.044873821378267e-12,1.5708247850012688e-13,1.7532253751149906e-12
IC2574,3.91,1.14,12.9,2.7,0.0,11.99,0.0,4.7306849259336565e-12,1.980286713181531e-12,2.0433980470546094e-12
IC2574,3.91,1.42,16.4,1.8,0.94,13.83,0.0,6.138309842879976e-12,1.347433867949263e-12,2.2027725175884215e-12
IC2574,3.91,1.71,18.6,2.1,3.44,15.27,0.0,6.5566082045390216e-12,1.4805244332830047e-12,2.433807242043333e-12
IC2574,3.91,1.99,19.8,2.0,5.14,16.76,0.0,6.384498053436025e-12,1.2897975865527324e-12,2.7175058029282317e-12
IC2574,3.91,2.28,26.1,0.6,5.82,17.77,0.0,9.682680963870159e-12,4.451807339710418e-13,2.7256496037178456e-12
IC2574,3.91,2.55,27.7,2.7,6.87,18.7,0.0,9.751441337246145e-12,1.901003004372895e-12,2.821916827093635e-12
IC2574,3.91,2.84,29.7,2.6,7.58,19.36,0.0,1.0065700716288663e-11,1.7623449065555909e-12,2.7941588230580804e-12
IC2574,3.91,3.13,33.0,3.4,8.21,19.89,0.0,1.1275426984680236e-11,2.3234213180553213e-12,2.745966650065283e-12
IC2574,3.91,3.41,34.8,1.2,8.78,20.19,0.0,1.150942331580265e-11,7.937533321243207e-13,2.6696651185669767e-12
IC2574,3.91,3.7,35.0,0.9,8.64,20.15,0.0,1.0729607106944182e-11,5.518083654999865e-13,2.4319933301878877e-12
IC2574,3.91,3.98,39.0,10.2,7.98,20.39,0.0,1.2384988189057487e-11,6.478301514276224e-12,2.211192258982498e-12
IC2574,3.91,4.26,35.9,5.4,7.97,21.28,0.0,9.804574544668527e-12,2.949565601181618e-12,2.2057086179798784e-12
IC2574,3.91,4.55,40.0,4.1,10.01,22.72,0.0,1.1396146951892274e-11,2.336210125137916e-12,2.5520196722250846e-12
IC2574,3.91,4.84,38.7,1.4,11.42,24.6,0.0,1.0028270111586635e-11,7.255595946367592e-13,2.8992681105867116e-12
IC2574,3.91,5.12,41.8,0.5,12.67,25.34,0.0,1.1059412511110884e-11,2.645792466772939e-13,3.0482738348278456e-12
IC2574,3.91,5.41,42.9,0.4,13.13,25.74,0.0,1.102469983749779e-11,2.0558880815846696e-13,3.0171637213677386e-12
IC2574,3.91,5.68,44.4,1.7,13.93,26.48,0.0,1.1247786373308177e-11,8.613169745326082e-13,3.1074971061283596e-12
IC2574,3.91,5.97,46.1,1.3,14.5,27.15,0.0,1.1536577141909647e-11,6.506529407584617e-13,3.1420427328264737e-12
IC2574,3.91,6.26,49.0,0.9,15.98,27.39,0.0,1.2429889894498277e-11,4.566082002060591e-13,3.2639019390567274e-12
IC2574,3.91,6.54,51.9,0.6,17.58,27.31,0.0,1.3347699544098221e-11,3.0861733049938083e-13,3.379401641422342e-12
IC2574,3.91,6.83,53.1,2.1,18.38,26.75,0.0,1.3378819461654797e-11,1.058211708831453e-12,3.300592070483874e-12
IC2574,3.91,7.1,54.0,0.5,19.29,26.25,0.0,1.3310017476084182e-11,2.4648180511267003e-13,3.2710661976953718e-12
IC2574,3.91,7.39,55.9,1.1,19.86,26.04,0.0,1.3703409379497494e-11,5.393112814829068e-13,3.2164861623106633e-12
IC2574,3.91,7.68,58.8,3.6,21.01,25.86,0.0,1.4589583263667352e-11,1.7864795833062065e-12,3.2736508344793173e-12
IC2574,3.91,7.96,57.3,4.6,21.81,25.77,0.0,1.3367359589497224e-11,2.1462427264114217e-12,3.2885056679110444e-12
IC2574,3.91,8.25,54.0,9.0,22.49,25.57,0.0,1.1454681706690629e-11,3.818227235563543e-12,3.271075861939885e-12
IC2574,3.91,8.52,63.8,12.0,22.38,25.47,0.0,1.548286109263606e-11,5.824273765254944e-12,3.1389338063554375e-12
IC2574,3.91,8.81,60.5,6.2,22.6,25.41,0.0,1.3464315997944083e-11,2.759628402884407e-12,3.066395383704938e-12
IC2574,3.91,9.1,61.0,5.7,22.95,25.38,0.0,1.3251582127497235e-11,2.4765251844830895e-12,3.0227378782025873e-12
IC2574,3.91,9.38,66.0,1.3,23.63,25.51,0.0,1.5049930261001763e-11,5.928760405849179e-13,3.0533701710687838e-12
IC2574,3.91,9.67,65.2,3.4,24.89,25.74,0.0,1.4246827704859953e-11,1.4858654661510381e-12,3.1864397656832694e-12
IC2574,3.91,9.96,67.1,4.7,25.8,24.84,0.0,1.4649916747577512e-11,2.0522983223133924e-12,3.169692990958071e-12
IC2574,3.91,10.23,67.5,9.3,27.17,23.97,0.0,1.4433822715083957e-11,3.9773200370453575e-12,3.248665344111206e-12
IC4202,100.4,0.77,35.1,3.96,2.22,20.98,133.76,5.185288951153705e-11,1.1700139171834e-11,5.365899230805714e-10
IC4202,100.4,1.59,77.9,3.95,3.89,40.96,176.62,1.2368790847708856e-10,1.2543446430924256e-11,4.6247815969757006e-10
IC4202,100.4,2.36,115.0,6.7,4.02,58.24,176.92,1.816072292495836e-10,2.1161190190821048e-11,3.243881330423144e-10
IC4202,100.4,3.13,156.0,3.16,0.9,74.68,172.53,2.5197317823616e-10,1.020814414392648e-11,2.4462170162125524e-10
IC4202,100.4,3.95,192.0,3.14,0.0,91.45,173.49,3.024508550027268e-10,9.892663382380855e-12,2.0716946055363128e-10
IC4202,100.4,4.73,204.0,2.9,0.0,107.35,174.08,2.8513376513639893e-10,8.106744302897616e-12,1.848183111777625e-10
IC4202,100.4,5.5,209.0,3.36,0.0,120.52,167.74,2.5738269116767145e-10,8.27565399352513e-12,1.588466820896055e-10
IC4202,100.4,6.27,220.0,3.25,0.0,132.68,159.21,2.5016541883430187e-10,7.391251011013465e-12,1.3720574665049876e-10
IC4202,100.4,7.08,231.0,3.49,0.0,150.86,150.44,2.4425314076841914e-10,7.380462868240544e-12,1.246047838704398e-10
IC4202,100.4,7.86,235.0,4.65,0.24,170.8,142.84,2.2769979167883594e-10,9.011098138779465e-12,1.1902921991037412e-10
