T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein1_J_per_molK,Cv_einstein2_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein1_1e-8_per_K,alpha_einstein2_1e-8_per_K,residual_1e-8_per_K,z
529.0,368.6790977212695,368.38207455135023,0.5,23.300069192115483,23.14284378627188,20.479624146275384,-750.4951889806443,880.7351544445976,238.14210908739702,-0.29702316991930044,-0.5940463398386009
530.0,368.92630398248224,368.6127121288504,0.5,23.305970231133212,23.149333533710923,20.49456475677776,-750.6852614373515,880.9821313833792,238.31584218282276,-0.31359185363184744,-0.6271837072636949
531.0,369.172445348698,368.84221190737907,0.5,23.31184008048467,23.15578881136188,20.509433936103992,-750.8743292749614,881.2277965233855,238.488744658955,-0.3302334413188845,-0.660466882637769
532.0,369.41752824086336,369.0705810511483,0.5,23.31767895560189,23.16220985876723,20.52423211313508,-751.062399432539,881.4721589807599,238.66082150292738,-0.3469471897150991,-0.6938943794301982
533.0,369.66155903114344,369.29782667090944,0.5,23.32348707009718,23.16859691343114,20.53895971378488,-751.2494787905367,881.7152277940751,238.8320776673711,-0.36373236023401917,-0.7274647204680383
534.0,369.9045440433604,369.5239558244055,0.5,23.32926463578102,23.17495021083987,20.553617161021776,-751.4355741713697,881.9570119251085,239.00251807066664,-0.3805882189548844,-0.7611764379097689
535.0,370.1464895534279,369.74897551680635,0.5,23.335011862680027,23.18126998448183,20.56820487489018,-751.6206923399949,882.1975202596076,239.1721475971937,-0.39751403662154483,-0.7950280732430897
536.0,370.38740178978134,369.97289270115164,0.5,23.340728959054324,23.18755646586742,20.58272327253187,-751.8048400044705,882.4367616080426,239.34097109757957,-0.4145090886296707,-0.8290181772593413
537.0,370.62728693380285,370.19571427878253,0.5,23.346416131415165,23.193809884548784,20.597172768207226,-751.9880238165237,882.6747447063603,239.5089933889459,-0.43157265502031505,-0.8631453100406301
538.0,370.86615112024293,370.41744709977223,0.5,23.352073584542005,23.200030468139147,20.611553773316334,-752.1702503721003,882.9114782167184,239.67621925515414,-0.44870402047072355,-0.8974080409414471
539.0,371.1040004376374,370.638097963353,0.5,23.357701521499553,23.206218442332066,20.625866696419855,-752.3515262119145,883.1469707282192,239.84265344704815,-0.4659024742843815,-0.931804948568763
540.0,371.34084092872024,370.8576736183378,0.5,23.363300143654605,23.212374030920394,20.64011194325991,-752.5318578219901,883.3812307576308,240.00830068269715,-0.48316731038241684,-0.9663346207648337
541.0,371.5766785908319,371.0761807635447,0.5,23.36886965069258,23.2184974558151,20.654289916780712,-752.7112516341941,883.6142667501032,240.17316564763564,-0.5004978272871674,-1.0009956545743348
542.0,371.81151937632393,371.29362604820443,0.5,23.374410240634184,23.22458893706385,20.668401017149087,-752.8897140267735,883.8460870798759,240.33725299510192,-0.517893328119513,-1.035786656239026
543.0,372.04536919295964,371.51001607237635,0.5,23.379922109851474,23.23064869286926,20.682445641774866,-753.0672513248716,884.0767000509726,240.50056734627532,-0.5353531205833323,-1.0707062411666646
544.0,372.27823390431007,371.725357387358,0.5,23.385405453084054,23.236676939607218,20.696424185331132,-753.2438698010508,884.3061138978973,240.66311329051155,-0.5528765169520771,-1.1057530339041541
545.0,372.5101193301463,371.9396564960872,0.5,23.390860463454967,23.242673891844703,20.710337039774384,-753.4195756758038,884.5343367863138,240.82489538557718,-0.5704628340591589,-1.1409256681183177
546.0,372.7410312468284,372.15291985354673,0.5,23.396287332486313,23.24863976235759,20.724184594364438,-753.5943751180575,884.7613768137231,240.98591815788123,-0.5881113932816432,-1.1762227865632864
547.0,372.9709753876894,372.3651538671569,0.5,23.401686250115034,23.254574762148206,20.73796723568433,-753.7682742456802,884.9872420101308,241.14618610270637,-0.6058215205324995,-1.211643041064999
548.0,373.199957443416,372.57636489716936,0.5,23.4070574047082,23.260479100462657,20.751685347659986,-753.941279125975,885.2119403387068,241.30570368443767,-0.6235925462466672,-1.2471850924933343
549.0,373.42798306242577,372.78655925706704,0.5,23.412400983078076,23.266352984808048,20.76533931157983,-754.1133957761647,885.435479696441,241.46447533679077,-0.641423805358694,-1.282847610717388
550.0,373.65505785123975,372.99574321394164,0.5,23.417717170497365,23.272196620969396,20.778929506114196,-754.2846301638825,885.6578679147867,241.62250546303753,-0.6593146372980779,-1.3186292745961559
551.0,373.8811873748518,373.2039229888783,0.5,23.423006150714123,23.278010213026466,20.792456307334625,-754.4549882076533,885.8791127603013,241.77979843623032,-0.6772643859734688,-1.3545287719469377
552.0,374.1063771570947,373.41110475734195,0.5,23.428268105966275,23.283793963370336,20.805920088733068,-754.6244757773601,886.0992219352764,241.93635859942552,-0.6952723997527643,-1.3905447995055287
553.0,374.33063268100125,373.6172946495498,0.5,23.433503216996296,23.289548072719807,20.819321221240877,-754.7930986947177,886.3182030783635,242.09219026590412,-0.7133380314514203,-1.4266760629028405
554.0,374.5539593891634,373.82249875084506,0.5,23.438711663065686,23.2952727401377,20.83266007324774,-754.9608627337388,886.5360637651919,242.24729771939207,-0.7314606383183474,-1.4629212766366948
555.0,374.7763626840866,374.02672310207,0.5,23.443893621969057,23.30096816304683,20.84593701062045,-755.1277736211878,886.7528115089792,242.40168521427844,-0.7496395820166418,-1.4992791640332837
556.0,374.9978479285409,374.2299736999296,0.5,23.449049270048345,23.306634537245905,20.85915239672152,-755.2938370370377,886.9684537611353,242.55535697583204,-0.7678742286113028,-1.5357484572226057
557.0,375.218420445909,374.43225649735876,0.5,23.454178782206675,23.31227205692527,20.872306592427705,-755.4590586149181,887.1829979118604,242.70831720041647,-0.7861639485502168,-1.5723278971004335
558.0,375.4380855205301,374.6335774038829,0.5,23.45928233192214,23.317880914682405,20.885399956148383,-755.6234439425581,887.3964512907366,242.86057005570424,-0.8045081166471746,-1.6090162332943492
559.0,375.6568483980413,374.83394228597325,0.5,23.464360091261465,23.323461301537257,20.89843284384381,-755.7869985622265,887.608821167311,243.01211968088876,-0.8229061120680221,-1.6458122241360442
560.0,375.8747142857143,375.03335696740083,0.5,23.469412230893546,23.32901340694748,20.911405609043186,-755.9497279711683,887.8201147516746,243.1629701868946,-0.8413573183134239,-1.6827146366268477
561.0,376.0916883527901,375.23182722959433,0.5,23.47443892010258,23.33453741882344,20.92431860286271,-756.111637622027,888.0303391950341,243.3131256565873,-0.859861123195738,-1.719722246391476
562.0,376.3077757308092,375.42935881197775,0.5,23.47944032680154,23.340033523543035,20.937172174023402,-756.2727329232795,888.2395015902765,243.46259014498074,-0.8784169188314785,-1.756833837662957
563.0,376.5229815139399,375.62595741232576,0.5,23.484416617544962,23.345501905966454,20.949966668868818,-756.4330192396467,888.4476089725296,243.6113676794429,-0.8970241016141253,-1.7940482032282505
564.0,376.7373107593016,375.8216286870984,0.5,23.489367957542058,23.350942749450677,20.962702431382695,-756.5925018925174,888.6546683197143,243.7594622599014,-0.915682072203197,-1.831364144406394
565.0,376.9507684872863,376.0163782517858,0.5,23.494294510669306,23.356356235863846,20.975379803206394,-756.7511861603524,888.8606865530921,243.9068778590461,-0.9343902355004924,-1.8687804710009848
566.0,377.16335968187684,376.21021168123923,0.5,23.499196439483235,23.361742545599494,20.987999123656277,-756.9090772790975,889.0656705378057,244.05361842253103,-0.9531480006376386,-1.9062960012752772
567.0,377.37508929096094,376.4031345100095,0.5,23.50407390523278,23.367101857590626,21.000560729740904,-757.0661804425804,889.2696270834151,244.1996878691748,-0.9719547809514001,-1.9439095619028002
568.0,377.58596222664295,376.5951522326707,0.5,23.508927067871788,23.37243434932359,21.013064956178145,-757.2225008029142,889.4725629444258,244.34509009115905,-0.9908099939722439,-1.9816199879444878
569.0,377.7959833655529,376.7862703041528,0.5,23.513756086071133,23.377740196851875,21.02551213541217,-757.3780434708876,889.6744848208141,244.48982895422645,-1.009713061400072,-2.019426122800144
570.0,378.0051575491514,376.9764941400648,0.5,23.518561117230846,23.383019574809722,21.03790259763028,-757.5328135163554,889.8753993585441,244.63390829787616,-1.0286634090866453,-2.0573268181732907
571.0,378.21348958403274,377.1658291170164,0.5,23.523342317492023,23.38827265642556,21.050236670779643,-757.6868159686221,890.0753131500799,244.7773319355586,-1.0476604670163563,-2.0953209340327126
572.0,378.42098424222365,377.35428057293456,0.5,23.528099841748784,23.393499613535337,21.062514680583902,-757.8400558168267,890.2742327348928,244.9201036548684,-1.0667036692891185,-2.133407338578237
573.0,378.6276462614807,377.54185380738204,0.5,23.532833843659848,23.39870061659569,21.074736950559675,-757.9925380103165,890.4721645999622,245.06222721773636,-1.0857924540987256,-2.171584908197451
574.0,378.8334803455835,377.7285540818709,0.5,23.53754447566019,23.403875834697015,21.086903802032882,-758.1442674590219,890.6691151802734,245.20370636061946,-1.1049262637125643,-2.2098525274251286
575.0,379.0384911646256,377.9143866201674,0.5,23.542231888972587,23.409025435576307,21.09901555415503,-758.295249033828,890.8650908593055,245.34454479468988,-1.1241045444581883,-2.2482090889163766
576.0,379.2426833553027,378.0993566086084,0.5,23.546896233618682,23.414149585629907,21.111072523919304,-758.4454875669319,891.0600979695179,245.48474620602238,-1.1433267466943096,-2.286653493388619
577.0,379.4460615211971,378.28346919639796,0.5,23.551537658430533,23.419248449926187,21.123075026176593,-758.5949878522138,891.2541427928311,245.62431425578063,-1.162592324799191,-2.325184649598382
578.0,379.64863023306117,378.4667294959166,0.5,23.55615631106143,23.424322192217954,21.135023373651364,-758.7437546455859,891.4472315611009,245.7632525804016,-1.181900737144603,-2.363801474289206
579.0,379.8503940290958,378.6491425830139,0.5,23.560752337997112,23.429370974954843,21.146917876957435,-758.8917926653538,891.6393704565884,245.90156479177926,-1.2012514460819301,-2.4025028921638603
580.0,380.0513574152282,378.8307134973124,0.5,23.565325884566402,23.434394959295506,21.15875884461365,-759.0391065925585,891.8305656124243,246.03925447744666,-1.2206439179158295,-2.441287835831659
581.0,380.25152486538536,379.01144724249605,0.5,23.569877094952133,23.439394305119695,21.170546583059355,-759.1857010713288,892.020823113069,246.17632520075585,-1.2400776228893224,-2.480155245778645
582.0,380.4509008217661,379.19134878660446,0.5,23.574406112201743,23.444369171040247,21.18228139666987,-759.3315807092224,892.2101489947688,246.31278050105803,-1.2595520351616023,-2.5191040703232046
583.0,380.6494896951097,379.37042306232536,0.5,23.578913078237644,23.449319714414866,21.1939635877718,-759.47675007756,892.3985492460041,246.44862389388132,-1.2790666327843603,-2.5581332655687206
584.0,380.8472958649622,379.54867496727326,0.5,23.583398133867885,23.454246091357852,21.205593456658164,-759.6212137117687,892.5860298079351,246.5838588711068,-1.2986208976889102,-2.5972417953778204
585.0,381.04432367994013,379.726109364281,0.5,23.587861418796255,23.459148456751674,21.21717130160353,-759.7649761117071,892.7725965748435,246.71848890114464,-1.3182143156591253,-2.6364286313182506
586.0,381.2405774579917,379.9027310816789,0.5,23.59230307163251,23.464026964258405,21.228697418878962,-759.9080417419956,892.9582553945669,246.8525174291076,-1.3378463763128472,-2.6756927526256944
587.0,381.43606148665503,380.0785449135697,0.5,23.596723229902594,23.46888176633106,21.24017210276687,-760.0504150323442,893.1430120689299,246.98594787698397,-1.357516573085325,-2.71503314617065
588.0,381.63078002331486,380.2535556201133,0.5,23.60112203005841,23.47371301422483,21.251595645575733,-760.1921003778685,893.326872354173,247.1187836438087,-1.377224403201603,-2.754448806403206
589.0,381.8247372954556,380.427767927795,0.5,23.605499607487786,23.47852085800813,21.26296833765476,-760.3331021394105,893.5098419613716,247.2510281058338,-1.3969693676605535,-2.793938735321107
590.0,382.01793750091304,380.6011865296992,0.5,23.6098560965243,23.48330544657363,21.274290467408377,-760.4734246438542,893.6919265568564,247.38268461669702,-1.4167509712138706,-2.8335019424277412
591.0,382.21038480812246,380.7738160857765,0.5,23.614191630456908,23.48806692764905,21.28556232131066,-760.6130721844369,893.8731317626241,247.51375650758925,-1.4365687223459112,-2.8731374446918223
592.0,382.40208335636584,380.9456612231161,0.5,23.618506341539412,23.49280544780793,21.296784183919634,-760.7520490210532,894.0534631567479,247.64424708742132,-1.4564221332498077,-2.9128442664996155
593.0,382.5930372560151,381.1167265362041,0.5,23.622800361000102,23.497521152480275,21.307956337891437,-760.8903593805661,894.2329262737819,247.77415964298828,-1.4763107198109944,-2.9526214396219888
594.0,382.78325058877425,381.28701658719064,0.5,23.627073819051,23.502214185963076,21.31907906399444,-761.0280074571045,894.4115266051613,247.90349743913396,-1.4962340015836169,-2.9924680031672337
595.0,382.9727274079182,381.45653590614967,0.5,23.631326844897092,23.50688469143069,21.330152641123192,-761.1649974123612,894.5892695995982,248.03226371891273,-1.5161915017685939,-3.0323830035371877
596.0,383.16147173853045,381.6252889913312,0.5,23.635559566745677,23.511532810945127,21.34117734631235,-761.3013333758926,894.7661606634721,248.1604617037517,-1.5361827471992602,-3.0723654943985204
597.0,383.34948757773736,381.7932803094259,0.5,23.639772111815248,23.51615868546632,21.35215345475036,-761.4370194454063,894.9422051612222,248.28809459361,-1.5562072683115091,-3.1124145366230183
598.0,383.53677889494105,381.9605142958091,0.5,23.643964606344603,23.520762454862087,21.36308123979319,-761.572059687054,895.1174084157252,248.41516556713785,-1.576264599131976,-3.152529198263952
599.0,383.7233496320492,382.12699535480067,0.5,23.648137175601644,23.52534425791824,21.373960972977855,-761.7064581357142,895.2917757086801,248.54167778183475,-1.5963542772485182,-3.1927085544970364
600.0,383.9092037037037,382.29272785990474,0.5,23.652289943892303,23.529904232348343,21.38479292403587,-761.8402187952811,895.465312280981,248.6676343742049,-1.6164758437989946,-3.232951687597989
