key,label,A,Z,N,in_domain,magic_Z,magic_N,doubly_magic,magic_any,A_bin,radii_used,r_charge_fm,sigma_r_charge_fm,R_sharp_fm,sigma_R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,sigma_set_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,C3_frozen_eq19,C3_est_from_radii_eq19,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19
Z19_N22,K-41,41,19,22,1,0,0,0,0,40<=A<100,published,3.4518,0.0055,4.45625463815,0.00710046946805,0.110607671516,8.5760731,3e-07,18.8555622994,10.2794891994,0,18.8555622994,10.2794891994,2008.63140164,2166.48435834,2.41903712258,2.41903712258,4.24941358009
Z20_N21,Ca-41,41,20,21,1,1,0,0,1,40<=A<100,published,3.478,0.0019,4.4900786927,0.0024528894526,0.108126809886,8.5467075,3.4e-06,18.6617479429,10.1150404429,0,18.6617479429,10.1150404429,2008.63140164,2209.43764752,2.31168456417,2.31168456417,4.37561447598
Z18_N24,Ar-42,42,18,24,1,0,0,0,0,40<=A<100,published,3.4414,0.0041,4.44282829588,0.00529307723982,0.114335762806,8.5556141,0.0001375,18.9112340109,10.3556199109,0,18.9112340109,10.3556199109,2008.63140164,2100.63182166,2.58479423452,2.58479423452,4.00636142429
Z19_N23,K-42,42,19,23,1,0,0,0,0,40<=A<100,published,3.4517,0.007,4.4561255387,0.00903696114115,0.113315267679,8.5512571,2.5e-06,18.9230466396,10.3717895396,0,18.9230466396,10.3717895396,2008.63140164,2120.29274945,2.53890525939,2.53890525939,4.08514240586
Z20_N22,Ca-42,42,20,22,1,1,0,0,1,40<=A<100,published,3.5081,0.0021,4.52893762561,0.00271108834235,0.107937327978,8.6165646,3.5e-06,18.6811191865,10.0645545865,0,18.6811191865,10.0645545865,2008.63140164,2212.76672462,2.30359272414,2.30359272414,4.36906857755
Z21_N21,Sc-42,42,21,21,1,0,0,0,0,40<=A<100,published,3.5702,0.0238,4.60910838088,0.0307256678799,0.102402349167,8.4449303,3.7e-06,18.2438836359,9.79895333594,0,18.2438836359,9.79895333594,2008.63140164,2314.33031686,2.07734177831,2.07734177831,4.71706362345
Z18_N25,Ar-43,43,18,25,1,0,0,0,0,40<=A<100,published,3.4354,0.0039,4.43508232919,0.00503487835007,0.117672447866,8.4882382,0.0001235,18.8951678071,10.4069296071,0,18.8951678071,10.4069296071,2008.63140164,2046.39999377,2.73784798437,2.73784798437,3.80113493026
Z19_N24,K-43,43,19,24,1,0,0,0,0,40<=A<100,published,3.4556,0.0086,4.46116041705,0.0111025522591,0.115620894736,8.5762204,9.5e-06,18.9411648911,10.3649444911,0,18.9411648911,10.3649444911,2008.63140164,2081.97332182,2.64325277817,2.64325277817,3.92128387292
Z20_N23,Ca-43,43,20,23,1,1,0,0,1,40<=A<100,published,3.4954,0.0019,4.51254199611,0.0024528894526,0.111716179755,8.6006653,5.3e-06,18.8313347206,10.2306694206,0,18.8313347206,10.2306694206,2008.63140164,2147.08768788,2.46770176618,2.46770176618,4.14582894935
Z21_N22,Sc-43,43,21,22,1,0,0,0,0,40<=A<100,published,3.5575,0.0147,4.59271275138,0.0189776183964,0.105967330924,8.5308265,4.33e-05,18.4949055345,9.96407903446,0,18.4949055345,9.96407903446,2008.63140164,2247.45960022,2.22125286145,2.22125286145,4.48579232351
Z18_N26,Ar-44,44,18,26,1,0,0,0,0,40<=A<100,published,3.4454,0.0046,4.44799227367,0.00593857446418,0.119363623634,8.4938411,3.6e-05,18.8264915519,10.3326504519,0,18.8264915519,10.3326504519,2008.63140164,2018.66751511,2.81710745137,2.81710745137,3.66782262666
Z19_N25,K-44,44,19,25,1,0,0,0,0,40<=A<100,published,3.4563,0.0101,4.46206411317,0.0130390439322,0.118237883944,8.5467023,9.5e-06,18.9276990194,10.3809967194,0,18.9276990194,10.3809967194,2008.63140164,2040.00924727,2.76423119578,2.76423119578,3.7554733972
Z20_N24,Ca-44,44,20,24,1,1,0,0,1,40<=A<100,published,3.5179,0.0021,4.54158937121,0.00271108834235,0.112134815467,8.6581769,7.4e-06,18.8352837638,10.1771068638,0,18.8352837638,10.1771068638,2008.63140164,2139.16680112,2.48623139656,2.48623139656,4.09338683354
Z21_N23,Sc-44,44,21,23,1,0,0,0,0,40<=A<100,published,3.5432,0.0016,4.57425153076,0.00206559111798,0.109749851411,8.5573805,3.99e-05,18.6915186912,10.1341381912,0,18.6915186912,10.1341381912,2008.63140164,2180.18238241,2.38159806592,2.38159806592,4.25518408676
Z22_N22,Ti-44,44,22,22,1,0,0,0,0,40<=A<100,published,3.6115,0.0051,4.66242645161,0.00658407168855,0.10364016248,8.5335215,1.59e-05,18.2550888937,9.72156739375,0,18.2550888937,9.72156739375,2008.63140164,2289.44742958,2.12396323921,2.12396323921,4.57708834799
Z19_N26,K-45,45,19,26,1,0,0,0,0,40<=A<100,published,3.4605,0.0118,4.46748628985,0.0152337344951,0.120485343268,8.5546747,1.16e-05,18.8764609162,10.3217862162,0,18.8764609162,10.3217862162,2008.63140164,2004.80643318,2.87030376266,2.87030376266,3.59606058093
Z20_N25,Ca-45,45,20,25,1,1,0,0,1,40<=A<100,published,3.4944,0.0021,4.51125100166,0.00271108834235,0.117012680986,8.6305467,8.1e-06,18.9119455929,10.2813988929,0,18.9119455929,10.2813988929,2008.63140164,2060.03494999,2.70723177018,2.70723177018,3.7977534861
Z21_N24,Sc-45,45,21,24,1,0,0,0,0,40<=A<100,published,3.5459,0.0025,4.57773721577,0.00322748612184,0.111987958868,8.618941,1.47e-05,18.778890648,10.159949648,0,18.778890648,10.159949648,2008.63140164,2141.85266067,2.47972664787,2.47972664787,4.0972054951
Z22_N23,Ti-45,45,22,23,1,0,0,0,0,40<=A<100,published,3.5939,0.0032,4.63970494931,0.00413118223595,0.107560500363,8.5557321,1.86e-05,18.5068191541,9.95108705412,0,18.5068191541,9.95108705412,2008.63140164,2217.67868059,2.28755709023,2.28755709023,4.35009342352
Z18_N28,Ar-46,46,18,28,1,0,1,0,1,40<=A<100,published,3.4377,0.0044,4.43805161642,0.00568037557444,0.125629657426,8.4123835,5.06e-05,18.5805124345,10.1681289345,0,18.5805124345,10.1681289345,2008.63140164,1925.32568668,3.1206568271,3.1206568271,3.25832973566
Z19_N27,K-46,46,19,27,1,0,0,0,0,40<=A<100,published,3.4558,0.0126,4.46141861594,0.0162665300541,0.123665995269,8.5180428,1.58e-05,18.7844631687,10.2664203687,0,18.7844631687,10.2664203687,2008.63140164,1957.56565931,3.02389647095,3.02389647095,3.39509651449
Z20_N26,Ca-46,46,20,26,1,1,0,0,1,40<=A<100,published,3.4953,0.002,4.51241289667,0.00258198889747,0.119520589642,8.6689848,4.86e-05,18.892217791,10.223232991,0,18.892217791,10.223232991,2008.63140164,2020.74956111,2.82452127962,2.82452127962,3.61945688453
Z21_N25,Sc-46,46,21,25,1,0,0,0,0,40<=A<100,published,3.5243,0.0089,4.54985173568,0.0114898505937,0.116594345346,8.6220215,1.46e-05,18.8747109622,10.2526894622,0,18.8747109622,10.2526894622,2008.63140164,2067.20463499,2.68793483693,2.68793483693,3.81433705957
Z22_N24,Ti-46,46,22,24,1,0,0,0,0,40<=A<100,published,3.607,0.0022,4.65661697659,0.00284018778722,0.108757113112,8.6564623,2e-06,18.5895096623,9.9330473623,0,18.5895096623,9.9330473623,2008.63140164,2196.60038593,2.33871530092,2.33871530092,4.24722383198
Z19_N28,K-47,47,19,28,1,0,1,0,1,40<=A<100,published,3.4534,0.0138,4.45832022926,0.0178157233926,0.126618006085,8.5148795,2.97e-05,18.6496232855,10.1347437855,0,18.6496232855,10.1347437855,2008.63140164,1915.35199759,3.17013764804,3.17013764804,3.19694124064
Z20_N27,Ca-47,47,20,27,1,1,0,0,1,40<=A<100,published,3.4783,0.0024,4.49046599104,0.00309838667697,0.12391817648,8.6393548,4.73e-05,18.8186488449,10.1792940449,0,18.8186488449,10.1792940449,2008.63140164,1956.23147098,3.03619511236,3.03619511236,3.352648189
Z22_N25,Ti-47,47,22,25,1,0,0,0,0,40<=A<100,published,3.5962,0.0019,4.64267423654,0.0024528894526,0.112125557164,8.6612325,1.7e-06,18.7224551291,10.0612226291,0,18.7224551291,10.0612226291,2008.63140164,2138.85589893,2.48581933574,2.48581933574,4.04744724786
Z19_N29,K-48,48,19,29,1,0,0,0,0,40<=A<100,preliminary,3.4689,0.0023,4.47833064322,0.00296928723209,0.127586335099,8.4342324,1.61e-05,18.5343110896,10.1000786896,0,18.5343110896,10.1000786896,2008.63140164,1900.28092985,3.2186128793,3.2186128793,3.13802220658
Z20_N28,Ca-48,48,20,28,1,1,1,1,1,40<=A<100,published,3.4771,0.002,4.4889167977,0.00258198889747,0.126685806531,8.6666916,4e-07,18.7052484368,10.0385568368,0,18.7052484368,10.0385568368,2008.63140164,1916.91865309,3.17333458748,3.17333458748,3.16340951767
Z22_N26,Ti-48,48,22,26,1,0,0,0,0,40<=A<100,published,3.5921,0.0017,4.6373811593,0.00219469056285,0.114903762117,8.7230122,1.6e-06,18.789859743,10.066847543,0,18.789859743,10.066847543,2008.63140164,2093.1109893,2.61052708508,2.61052708508,3.85625094662
Z19_N30,K-49,49,19,30,1,0,0,0,0,40<=A<100,preliminary,3.4913,0.0046,4.50724891887,0.00593857446418,0.127753509977,8.3722753,1.64e-05,18.4318506294,10.0595753294,0,18.4318506294,10.0595753294,2008.63140164,1895.64889505,3.22707829126,3.22707829126,3.11723931727
Z22_N27,Ti-49,49,22,27,1,0,0,0,0,40<=A<100,published,3.5733,0.0021,4.61311046367,0.00271108834235,0.119158741627,8.7111625,1.6e-06,18.8264469679,10.1152844679,0,18.8264469679,10.1152844679,2008.63140164,2026.84852666,2.80744480451,2.80744480451,3.60302166996
Z19_N31,K-50,50,19,31,1,0,0,0,0,40<=A<100,preliminary,3.5046,0.0067,4.52441914504,0.00864966280653,0.128882188106,8.2885833,0.0001546,18.2925896983,10.0040063983,0,18.2925896983,10.0040063983,2008.63140164,1878.57640884,3.28441142223,3.28441142223,3.04590537307
Z20_N30,Ca-50,50,20,30,1,1,0,0,1,40<=A<100,published,3.5168,0.0064,4.54016927731,0.00826236447191,0.127545534577,8.5501639,3.17e-05,18.5292536706,9.97908977063,0,18.5292536706,9.97908977063,2008.63140164,1901.45960457,3.21660337105,3.21660337105,3.10236874725
Z22_N28,Ti-50,50,22,28,1,0,1,0,1,40<=A<100,published,3.5704,0.0022,4.60936657977,0.00284018778722,0.121887073309,8.7557227,1.7e-06,18.798123107,10.042400407,0,18.798123107,10.042400407,2008.63140164,1985.98283791,2.93747868905,2.93747868905,3.41871430232
Z24_N26,Cr-50,50,24,26,1,0,0,0,0,40<=A<100,published,3.6588,0.0065,4.72349048903,0.00839146391678,0.113264095032,8.7010188,1.9e-06,18.6134386618,9.91241986176,0,18.6134386618,9.91241986176,2008.63140164,2118.93004934,2.53659762188,2.53659762188,3.90776202589
Z25_N25,Mn-50,50,25,25,1,0,0,0,0,40<=A<100,published,3.712,0.0196,4.79217139371,0.0253034911952,0.108463688166,8.5326823,2.3e-06,18.3081955039,9.77551320389,0,18.3081955039,9.77551320389,2008.63140164,2198.42230971,2.32717370274,2.32717370274,4.20059456343
Z19_N32,K-51,51,19,32,1,0,0,0,0,40<=A<100,preliminary,3.5196,0.0087,4.54378406177,0.011231651704,0.129786199504,8.221335,0.0002557,18.1507822067,9.92944720675,0,18.1507822067,9.92944720675,2008.63140164,1864.5225025,3.33074816481,3.33074816481,2.98114619162
Z23_N28,V-51,51,23,28,1,0,1,0,1,40<=A<100,published,3.6002,0.0022,4.64783821434,0.00284018778722,0.121263070183,8.7420852,1.9e-06,18.7745868836,10.0325016836,0,18.7745868836,10.0325016836,2008.63140164,1995.67515602,2.90747854886,2.90747854886,3.45058493639
Z25_N26,Mn-51,51,25,26,1,0,0,0,0,40<=A<100,published,3.7026,0.0212,4.78003604589,0.0273690823132,0.111477713393,8.6337602,6e-06,18.4668335571,9.83307335709,0,18.4668335571,9.83307335709,2008.63140164,2147.39962315,2.45788553937,2.45788553937,4.00062297434
Z24_N28,Cr-52,52,24,28,1,0,1,0,1,40<=A<100,published,3.6452,0.0042,4.70593296453,0.00542217668469,0.119118036242,8.7759946,2.2e-06,18.7255400487,9.94954544868,0,18.7255400487,9.94954544868,2008.63140164,2027.2912555,2.80552749821,2.80552749821,3.54640810152
Z25_N27,Mn-52,52,25,27,1,0,0,0,0,40<=A<100,published,3.6706,0.0128,4.73872422353,0.0165247289438,0.116662271738,8.6704087,2.5e-06,18.6160948315,9.94568613153,0,18.6160948315,9.94568613153,2008.63140164,2064.39576583,2.69108739246,2.69108739246,3.69578712285
Z24_N29,Cr-53,53,24,29,1,0,0,0,0,40<=A<100,published,3.6511,0.0075,4.71354983178,0.00968245836552,0.120821146311,8.7602103,2.2e-06,18.7218364038,9.96162610381,0,18.7218364038,9.96162610381,2008.63140164,2001.59375543,2.88632567789,2.88632567789,3.45131742412
Z25_N28,Mn-53,53,25,28,1,0,1,0,1,40<=A<100,published,3.6662,0.0076,4.73304384796,0.00981155781039,0.119334406257,8.7341798,6.5e-06,18.6598671985,9.92568739849,0,18.6598671985,9.92568739849,2008.63140164,2023.92058369,2.8157295653,2.8157295653,3.52508547725
Z24_N30,Cr-54,54,24,30,1,0,0,0,0,40<=A<100,published,3.6885,0.0074,4.76183302416,0.00955335892064,0.119394044072,8.7779672,2.5e-06,18.7041235151,9.92615631514,0,18.7041235151,9.92615631514,2008.63140164,2021.48269741,2.81854417098,2.81854417098,3.52173168593
Z25_N29,Mn-54,54,25,29,1,0,0,0,0,40<=A<100,published,3.6834,0.0049,4.75524895247,0.00632587279881,0.119890666571,8.7379768,1.86e-05,18.6702088695,9.9322320695,0,18.6702088695,9.9322320695,2008.63140164,2015.31583504,2.84203978139,2.84203978139,3.49475476541
Z26_N28,Fe-54,54,26,28,1,0,1,0,1,40<=A<100,published,3.6933,0.0019,4.76802979752,0.0024528894526,0.118929137147,8.7363846,6.4e-06,18.5747212966,9.83833669657,0,18.5747212966,9.83833669657,2008.63140164,2029.3677069,2.79663601413,2.79663601413,3.51791818702
Z25_N30,Mn-55,55,25,30,1,0,0,0,0,40<=A<100,published,3.7057,0.0022,4.78403812868,0.00284018778722,0.119919603323,8.7650247,4.7e-06,18.6678222001,9.90279750011,0,18.6678222001,9.90279750011,2008.63140164,2014.23763615,2.84341176497,2.84341176497,3.48271665121
Z25_N31,Mn-56,56,25,31,1,0,0,0,0,40<=A<100,published,3.7146,0.0052,4.79552797927,0.00671317113343,0.121224424239,8.7383358,5.2e-06,18.6537749502,9.91543915017,0,18.6537749502,9.91543915017,2008.63140164,1994.44417645,2.9056260909,2.9056260909,3.41249659798
Z26_N30,Fe-56,56,26,30,1,0,0,0,0,40<=A<100,published,3.7377,0.0016,4.82534995104,0.00206559111798,0.118990686911,8.7903563,4.8e-06,18.6098604629,9.81950416287,0,18.6098604629,9.81950416287,2008.63140164,2028.01434733,2.79953140869,2.79953140869,3.50755277558
Z26_N31,Fe-57,57,26,31,1,0,0,0,0,40<=A<100,published,3.7532,0.0017,4.845360365,0.00219469056285,0.119621157084,8.7702829,4.7e-06,18.6128954194,9.84261251938,0,18.6128954194,9.84261251938,2008.63140164,2018.11605678,2.82927647806,2.82927647806,3.47884436028
Z26_N32,Fe-58,58,26,32,1,0,0,0,0,40<=A<100,published,3.7745,0.0014,4.87285854675,0.00180739222823,0.11967073839,8.7922534,5.5e-06,18.6042317043,9.8119783043,0,18.6042317043,9.8119783043,2008.63140164,2016.60555864,2.83162234304,2.83162234304,3.46514369348
Z28_N30,Ni-58,58,28,30,1,1,0,0,1,40<=A<100,published,3.7757,0.002,4.87440774009,0.00258198889747,0.11955667272,8.7320621,6e-06,18.4551227871,9.72306068709,0,18.4551227871,9.72306068709,2008.63140164,2018.69849575,2.82622694823,2.82622694823,3.44029721081
Z27_N32,Co-59,59,27,32,1,0,0,0,0,40<=A<100,published,3.7875,0.0021,4.88964147459,0.00271108834235,0.120484825607,8.7680379,6.7e-06,18.558904564,9.79086666396,0,18.558904564,9.79086666396,2008.63140164,2004.98028886,2.87027887684,2.87027887684,3.41112034199
Z28_N32,Ni-60,60,28,32,1,1,0,0,1,40<=A<100,published,3.8118,0.0016,4.92101263969,0.00206559111798,0.120198541934,8.7807769,5.9e-06,18.4981168524,9.7173399524,0,18.4981168524,9.7173399524,2008.63140164,2009.05661528,2.85665495259,2.85665495259,3.4016498715
Z28_N33,Ni-61,61,28,33,1,1,0,0,1,40<=A<100,published,3.8225,0.0019,4.93482628029,0.0024528894526,0.121178513037,8.7650281,5.8e-06,18.5026436603,9.73761556028,0,18.5026436603,9.73761556028,2008.63140164,1994.44532833,2.90342515605,2.90342515605,3.3538372911
Z28_N34,Ni-62,62,28,34,1,1,0,0,1,40<=A<100,published,3.8399,0.0021,4.9572895837,0.00271108834235,0.121498303084,8.7945555,6.9e-06,18.4986859445,9.70413044451,0,18.4986859445,9.70413044451,2008.63140164,1989.24845594,2.91876973637,2.91876973637,3.32473313108
Z29_N34,Cu-63,63,29,34,1,0,0,0,0,40<=A<100,published,3.8823,0.0015,5.01202774833,0.0019364916731,0.119456982428,8.7521404,6.8e-06,18.4487870363,9.69664663627,0,18.4487870363,9.69664663627,2008.63140164,2018.93843658,2.82151569471,2.82151569471,3.43668002785
Z31_N32,Ga-63,63,31,32,1,0,0,0,0,40<=A<100,preliminary,3.9308,0.0124,5.07464097909,0.0160083311643,0.115089571627,8.5839267,2.07e-05,18.19428622,9.61035951995,0,18.19428622,9.61035951995,2008.63140164,2084.21780141,2.61904341216,2.61904341216,3.66941589258
Z28_N36,Ni-64,64,28,36,1,1,0,0,1,40<=A<100,published,3.8572,0.0023,4.97962378766,0.00296928723209,0.123737622152,8.7774637,7.2e-06,18.4499415872,9.67247788721,0,18.4499415872,9.67247788721,2008.63140164,1956.11070143,3.02735335817,3.02735335817,3.19502771657
Z30_N34,Zn-64,64,30,34,1,0,0,0,0,40<=A<100,published,3.9283,0.0015,5.07141349297,0.0019364916731,0.117139751753,8.7359057,1.01e-05,18.3686026517,9.63269695171,0,18.3686026517,9.63269695171,2008.63140164,2053.42683923,2.71311401267,2.71311401267,3.55042099474
Z31_N33,Ga-64,64,31,33,1,0,0,0,0,40<=A<100,preliminary,3.939,0.011,5.08522713357,0.0142009389361,0.116187738294,8.6116317,2.23e-05,18.2506152171,9.63898351712,0,18.2506152171,9.63898351712,2008.63140164,2067.41998496,2.66922613733,2.66922613733,3.61115282902
Z29_N36,Cu-65,65,29,36,1,0,0,0,0,40<=A<100,published,3.9022,0.0014,5.03771853786,0.00180739222823,0.121373269005,8.7570967,9.9e-06,18.4396844835,9.68258778354,0,18.4396844835,9.68258778354,2008.63140164,1989.86672964,2.91276531714,2.91276531714,3.32419083905
Z30_N36,Zn-66,66,30,36,1,0,0,0,0,40<=A<100,published,3.9491,0.0014,5.0982661775,0.00180739222823,0.118901629989,8.7596335,1.13e-05,18.3953306874,9.63569718737,0,18.3953306874,9.63569718737,2008.63140164,2026.09401323,2.7953423971,2.7953423971,3.44705435633
Z31_N35,Ga-66,66,31,35,1,0,0,0,0,40<=A<100,preliminary,3.9706,0.0071,5.12602255815,0.00916606058602,0.116980584516,8.6693631,1.66e-05,18.3109425145,9.64157941449,0,18.3109425145,9.64157941449,2008.63140164,2055.22910826,2.70575424581,2.70575424581,3.56336109587
Z30_N37,Zn-67,67,30,37,1,0,0,0,0,40<=A<100,published,3.953,0.0027,5.10330105585,0.00348568501159,0.120346267673,8.7341534,1.13e-05,18.3931779333,9.65902453328,0,18.3931779333,9.65902453328,2008.63140164,2004.24770835,2.86368101955,2.86368101955,3.3729400961
Z30_N38,Zn-68,68,30,38,1,0,0,0,0,40<=A<100,published,3.9658,0.0014,5.1198257848,0.00180739222823,0.120963614004,8.755682,1.15e-05,18.3806356161,9.62495361611,0,18.3806356161,9.62495361611,2008.63140164,1994.55087547,2.89313633483,2.89313633483,3.32682338549
Z31_N37,Ga-68,68,31,37,1,0,0,0,0,40<=A<100,preliminary,3.985,0.0048,5.14461287821,0.00619677335393,0.119223591877,8.7012195,2.1e-05,18.3443535559,9.64313405585,0,18.3443535559,9.64313405585,2008.63140164,2020.82667456,2.81050158086,2.81050158086,3.43110785687
Z31_N38,Ga-69,69,31,38,1,0,0,0,0,40<=A<100,published,3.9973,0.0017,5.16049210993,0.00219469056285,0.119863547307,8.7245798,1.74e-05,18.3436311841,9.61905138414,0,18.3436311841,9.61905138414,2008.63140164,2010.84242597,2.84075408654,2.84075408654,3.38609083754
Z30_N40,Zn-70,70,30,40,1,0,0,0,0,40<=A<100,published,3.9845,0.0019,5.14396738099,0.0024528894526,0.122776376756,8.7298086,2.74e-05,18.3277699175,9.59796131748,0,18.3277699175,9.59796131748,2008.63140164,1966.95775262,2.98049976539,2.98049976539,3.22025233115
Z31_N39,Ga-70,70,31,39,1,0,0,0,0,40<=A<100,preliminary,3.9998,0.0027,5.16371959605,0.00348568501159,0.121372829939,8.7092808,1.72e-05,18.33198397,9.62270316999,0,18.33198397,9.62270316999,2008.63140164,1988.32966281,2.91274443486,2.91274443486,3.30365515588
Z32_N38,Ge-70,70,32,38,1,0,0,0,0,40<=A<100,published,4.0414,0.0012,5.21742496512,0.00154919333848,0.117663237795,8.7217028,1.17e-05,18.2835800055,9.56187720553,0,18.2835800055,9.56187720553,2008.63140164,2043.60039867,2.73741724373,2.73741724373,3.49302877647
Z31_N40,Ga-71,71,31,40,1,0,0,0,0,40<=A<100,published,4.0118,0.0018,5.17921152944,0.00232379000772,0.122005326894,8.717605,1.14e-05,18.3137334814,9.59612848141,0,18.3137334814,9.59612848141,2008.63140164,1978.51664618,2.94318126061,2.94318126061,3.26046126001
Z31_N41,Ga-72,72,31,41,1,0,0,0,0,40<=A<100,preliminary,4.0318,0.0031,5.20503141841,0.00400208279108,0.121891612163,8.6870893,1.14e-05,18.2947671547,9.60767785468,0,18.2947671547,9.60767785468,2008.63140164,1979.19238741,2.93769789593,2.93769789593,3.27047851585
Z32_N40,Ge-72,72,32,40,1,0,0,0,0,40<=A<100,published,4.0576,0.0013,5.23833907519,0.00167829278336,0.119581244013,8.7317459,1.1e-06,18.2878873348,9.55614143478,0,18.2878873348,9.55614143478,2008.63140164,2013.86465866,2.82738872694,2.82738872694,3.37984704534
Z36_N36,Kr-72,72,36,36,1,0,0,0,0,40<=A<100,published,4.1635,0.006,5.37505538731,0.00774596669241,0.110686602154,8.4293193,0.0001113,17.7564616001,9.32714230007,0,17.7564616001,9.32714230007,2008.63140164,2151.48648268,2.42246756755,2.42246756755,3.85026508714
Z31_N42,Ga-73,73,31,42,1,0,0,0,0,40<=A<100,preliminary,4.042,0.0042,5.21819956179,0.00542217668469,0.122651312182,8.693874,2.3e-05,18.2634077618,9.56953376177,0,18.2634077618,9.56953376177,2008.63140164,1967.47658724,2.97443272801,2.97443272801,3.21726347066
Z32_N41,Ge-73,73,32,41,1,0,0,0,0,40<=A<100,published,4.0632,0.0014,5.2455686441,0.00180739222823,0.12074148889,8.70505,8e-07,18.2756130819,9.57056308195,0,18.2756130819,9.57056308195,2008.63140164,1996.23632664,2.88252076706,2.88252076706,3.32020611658
Z31_N43,Ga-74,74,31,43,1,0,0,0,0,40<=A<100,preliminary,4.0395,0.0045,5.21497207567,0.00580947501931,0.124562451975,8.6631676,4.05e-05,18.2077486344,9.54458103444,0,18.2077486344,9.54458103444,2008.63140164,1940.0254208,3.06785516974,3.06785516974,3.11115763501
Z32_N42,Ge-74,74,32,42,1,0,0,0,0,40<=A<100,published,4.0742,0.0012,5.25976958304,0.00154919333848,0.121406783342,8.7252011,3e-07,18.2561691034,9.53096800339,0,18.2561691034,9.53096800339,2008.63140164,1985.83577496,2.91437412039,2.91437412039,3.27033099035
Z34_N40,Se-74,74,34,40,1,0,0,0,0,40<=A<100,published,4.07,0.02,5.25434740635,0.0258198889747,0.121783025259,8.6877155,3e-07,18.1829026036,9.49518710357,0,18.1829026036,9.49518710357,2008.63140164,1982.27496024,2.93248813003,2.93248813003,3.2379285721
Z36_N38,Kr-74,74,36,38,1,0,0,0,0,40<=A<100,published,4.187,0.0041,5.40539375686,0.00529307723982,0.111856468382,8.533039,2.72e-05,17.8795278079,9.34648880794,0,17.8795278079,9.34648880794,2008.63140164,2133.02729832,2.47391378217,2.47391378217,3.77801719498
Z31_N44,Ga-75,75,31,44,1,0,0,0,0,40<=A<100,preliminary,4.0472,0.0055,5.22491273292,0.00710046946805,0.125526531999,8.6607565,8.9e-06,18.1552271274,9.49447062737,0,18.1552271274,9.49447062737,2008.63140164,1925.85228673,3.11553747729,3.11553747729,3.04745832672
Z33_N42,As-75,75,33,42,1,0,0,0,0,40<=A<100,published,4.0968,0.002,5.28894605758,0.00258198889747,0.121022255093,8.7008748,1.18e-05,18.2293766924,9.5285018924,0,18.2293766924,9.5285018924,2008.63140164,1991.86506539,2.89594215717,2.89594215717,3.29029427221
Z36_N39,Kr-75,75,36,39,1,0,0,0,0,40<=A<100,published,4.2097,0.0041,5.43469933084,0.00529307723982,0.111543967422,8.5534399,0.0001081,17.9036378714,9.35019797144,0,17.9036378714,9.35019797144,2008.63140164,2138.42126896,2.4601113062,2.4601113062,3.80072151527
Z31_N45,Ga-76,76,31,45,1,0,0,0,0,40<=A<100,preliminary,4.046,0.006,5.22336353959,0.00774596669241,0.127313431306,8.6245272,2.57e-05,18.0736492791,9.44912207909,0,18.0736492791,9.44912207909,2008.63140164,1901.01337442,3.20488852674,3.20488852674,2.94834656502
Z32_N44,Ge-76,76,32,44,1,0,0,0,0,40<=A<100,published,4.0811,0.0012,5.26867744474,0.00154919333848,0.124056678463,8.7052364,3e-07,18.1806199472,9.47538354722,0,18.1806199472,9.47538354722,2008.63140164,1946.83698853,3.04298457872,3.04298457872,3.11384540476
