Z,N,A,symbol,A_group,B_obs_MeV,sigma_B_obs_MeV,Delta_B_P_minus_SEMF_MeV,Delta_B_P_minus_Yukawa_MeV,abs_Delta_B_P_minus_SEMF_MeV,abs_Delta_B_P_minus_Yukawa_MeV,required_sigma_3sigma_SEMF_MeV,required_sigma_3sigma_Yukawa_MeV,required_relative_precision_SEMF,required_relative_precision_Yukawa,resolvable_now_SEMF_sigma_le_req,resolvable_now_Yukawa_sigma_le_req,precision_ratio_obs_over_req_SEMF,precision_ratio_obs_over_req_Yukawa
91,126,217,Pa,heavy_A_ge_121,1663.227705,0.0124992,222.644026,1839.427506,222.644026,1839.427506,74.214675,613.1425,0.044620875,0.36864616,1,1,0.00016841952,2.0385473e-05
92,125,217,U,heavy_A_ge_121,1656.578000,0,229.324351,1839.427468,229.324351,1839.427468,76.44145,613.14249,0.04614419,0.37012594,1,1,0,0
81,137,218,Tl,heavy_A_ge_121,1672.496000,0.436,222.001259,1848.346697,222.001259,1848.346697,74.00042,616.11557,0.044245499,0.36838089,1,1,0.0058918585,0.00070765945
82,136,218,Pb,heavy_A_ge_121,1679.690000,0.218,215.706835,1848.346002,215.706835,1848.346002,71.902278,616.11533,0.042806874,0.366803,1,1,0.0030318928,0.00035382986
83,135,218,Bi,heavy_A_ge_121,1681.396504,0.0270102,213.548244,1848.346321,213.548244,1848.346321,71.182748,616.11544,0.042335492,0.36643078,1,1,0.00037944868,4.3839512e-05
84,134,218,Po,heavy_A_ge_121,1685.473540,0.001962,239.323845,1874.901797,239.323845,1874.901797,79.774615,624.96727,0.047330684,0.37079625,1,1,2.459429e-05,3.1393644e-06
85,133,218,At,heavy_A_ge_121,1684.947615,0.0115104,209.519585,1848.346309,209.519585,1848.346309,69.839862,616.11544,0.041449278,0.36565851,1,1,0.00016481132,1.8682213e-05
86,132,218,Rn,heavy_A_ge_121,1687.048089,0.0023108,238.356791,1875.655174,238.356791,1875.655174,79.452264,625.21839,0.047095435,0.37059903,1,1,2.908413e-05,3.6959885e-06
87,131,218,Fr,heavy_A_ge_121,1684.423717,0.0042292,209.915983,1848.347363,209.915983,1848.347363,69.971994,616.11579,0.041540613,0.36577245,1,1,6.0441324e-05,6.8642942e-06
88,130,218,Ra,heavy_A_ge_121,1684.055254,0.00981,210.257808,1848.346930,210.257808,1848.346930,70.085936,616.11564,0.041617361,0.36585239,1,1,0.00013997102,1.5922336e-05
89,129,218,Ac,heavy_A_ge_121,1679.067610,0.0576174,214.733831,1848.345877,214.733831,1848.345877,71.577944,616.11529,0.042629578,0.36693894,1,1,0.00080496026,9.3517237e-05
90,128,218,Th,heavy_A_ge_121,1676.769367,0.0105076,217.289973,1848.347765,217.289973,1848.347765,72.429991,616.11592,0.043196156,0.36744226,1,1,0.0001450725,1.7054583e-05
91,127,218,Pa,heavy_A_ge_121,1669.704183,0.0178542,223.977941,1848.346660,223.977941,1848.346660,74.659314,616.11555,0.044714096,0.36899683,1,1,0.0002391423,2.8978655e-05
92,126,218,U,heavy_A_ge_121,1665.676764,0.0137122,228.745022,1848.347492,228.745022,1848.347492,76.248341,616.11583,0.045776193,0.36988919,1,1,0.00017983604,2.225588e-05
82,137,219,Pb,heavy_A_ge_121,1682.796000,0.438,220.567995,1857.263543,220.567995,1857.263543,73.522665,619.08785,0.043690777,0.36789239,1,1,0.0059573466,0.00070749249
83,136,219,Bi,heavy_A_ge_121,1686.300000,0.219,216.537969,1857.264008,216.537969,1857.264008,72.179323,619.088,0.04280337,0.36712803,1,1,0.0030341099,0.00035374615
84,135,219,Po,heavy_A_ge_121,1689.220146,0.0158337,213.609728,1857.264591,213.609728,1857.264591,71.203243,619.0882,0.042151547,0.3664935,1,1,0.0002223733,2.5575839e-05
85,134,219,At,heavy_A_ge_121,1690.723143,0.0032412,211.783160,1857.265181,211.783160,1857.265181,70.594387,619.08839,0.04175396,0.36616781,1,1,4.5912999e-05,5.2354398e-06
86,133,219,Rn,heavy_A_ge_121,1691.507470,0.0021024,240.876314,1883.807363,240.876314,1883.807363,80.292105,627.93579,0.04746778,0.3712285,1,1,2.6184393e-05,3.348113e-06
87,132,219,Fr,heavy_A_ge_121,1690.937522,0.0068766,211.432818,1857.264157,211.432818,1857.264157,70.477606,619.08805,0.041679604,0.36612119,1,1,9.7571419e-05,1.1107628e-05
88,131,219,Ra,heavy_A_ge_121,1689.378264,0.0068109,212.911016,1857.264514,212.911016,1857.264514,70.970339,619.08817,0.042009738,0.36645918,1,1,9.5968261e-05,1.1001502e-05
89,130,219,Ac,heavy_A_ge_121,1686.420209,0.0514869,215.489735,1857.263726,215.489735,1857.263726,71.829912,619.08791,0.042593128,0.36710181,1,1,0.00071678913,8.3165733e-05
90,129,219,Th,heavy_A_ge_121,1682.744645,0.0564582,219.171263,1857.264081,219.171263,1857.264081,73.057088,619.08803,0.043415433,0.36790373,1,1,0.00077279566,9.1195755e-05
91,128,219,Pa,heavy_A_ge_121,1677.841848,0.0697077,223.953004,1857.262982,223.953004,1857.262982,74.651001,619.08766,0.044492275,0.36897856,1,1,0.00093378118,0.00011259746
92,127,219,U,heavy_A_ge_121,1672.346787,0.0133371,229.839296,1857.264769,229.839296,1857.264769,76.613099,619.08826,0.04581173,0.37019132,1,1,0.00017408381,2.1543132e-05
93,126,219,Np,heavy_A_ge_121,1665.423431,0.0919581,236.824610,1857.263910,236.824610,1857.263910,78.941537,619.08797,0.04740028,0.37173007,1,1,0.0011648886,0.00014853802
82,138,220,Pb,heavy_A_ge_121,1687.400000,0.44,224.045464,1866.181911,224.045464,1866.181911,74.681821,622.06064,0.044258517,0.36865037,1,1,0.0058916613,0.00070732654
83,137,220,Bi,heavy_A_ge_121,1689.820000,0.22,221.169088,1866.182526,221.169088,1866.182526,73.723029,622.06084,0.043627741,0.36812255,1,1,0.0029841422,0.00035366316
84,136,220,Po,heavy_A_ge_121,1694.709368,0.017688,216.372383,1866.180463,216.372383,1866.180463,72.124128,622.06015,0.042558405,0.36706008,1,1,0.00024524387,2.8434549e-05
85,135,220,At,heavy_A_ge_121,1694.814726,0.01397,215.690926,1866.181252,215.690926,1866.181252,71.896975,622.06042,0.042421732,0.36703742,1,1,0.00019430581,2.2457626e-05
86,134,220,Rn,heavy_A_ge_121,1697.796144,0.001804,243.195353,1892.998632,243.195353,1892.998632,81.065118,630.99954,0.047747262,0.37165801,1,1,2.2253715e-05,2.8589561e-06
87,133,220,Fr,heavy_A_ge_121,1696.143460,0.004026,246.752123,1894.814300,246.752123,1894.814300,82.250708,631.60477,0.048492778,0.37237697,1,1,4.8947907e-05,6.3742394e-06
88,132,220,Ra,heavy_A_ge_121,1696.571338,0.00759,246.586897,1895.027583,246.586897,1895.027583,82.195632,631.67586,0.048448085,0.37232496,1,1,9.2340673e-05,1.2015656e-05
89,131,220,Ac,heavy_A_ge_121,1692.317330,0.006138,217.906182,1866.181805,217.906182,1866.181805,72.635394,622.0606,0.04292067,0.36757917,1,1,8.4504257e-05,9.8672058e-06
90,130,220,Th,heavy_A_ge_121,1690.589208,0.013684,219.695218,1866.181244,219.695218,1866.181244,73.231739,622.06041,0.043317288,0.3679548,1,1,0.00018685887,2.1997863e-05
91,129,220,Pa,heavy_A_ge_121,1684.218008,0.014652,225.596442,1866.180476,225.596442,1866.180476,75.198814,622.06016,0.044649097,0.36934658,1,1,0.0001948435,2.3553992e-05
92,128,220,U,heavy_A_ge_121,1680.800000,0,229.581699,1866.181389,229.581699,1866.181389,76.527233,622.06046,0.045530243,0.37009785,1,1,0,0
93,127,220,Np,heavy_A_ge_121,1672.456676,0.030712,237.677453,1866.180405,237.677453,1866.180405,79.225818,622.06014,0.047370924,0.37194395,1,1,0.00038765141,4.9371433e-05
83,138,221,Bi,heavy_A_ge_121,1694.628000,0.221,224.417747,1875.098246,224.417747,1875.098246,74.805916,625.03275,0.044142972,0.36883183,1,1,0.0029543118,0.00035358147
84,137,221,Po,heavy_A_ge_121,1698.270389,0.0195585,220.774310,1875.097092,220.774310,1875.097092,73.591437,625.03236,0.043333168,0.36804055,1,1,0.00026577141,3.129198e-05
85,136,221,At,heavy_A_ge_121,1700.479063,0.0139672,218.224939,1875.096885,218.224939,1875.096885,72.741646,625.03229,0.042777149,0.36756248,1,1,0.00019201105,2.2346365e-05
86,135,221,Rn,heavy_A_ge_121,1702.008096,0.0057239,246.190630,1901.328390,246.190630,1901.328390,82.063543,633.77613,0.048215719,0.37236963,1,1,6.9749608e-05,9.0314225e-06
87,134,221,Fr,heavy_A_ge_121,1702.419841,0.0048841,247.927465,1903.195356,247.927465,1903.195356,82.642488,634.39845,0.048544129,0.37264512,1,1,5.909914e-05,7.6987893e-06
88,133,221,Ra,heavy_A_ge_121,1701.950879,0.004641,248.418635,1902.982840,248.418635,1902.982840,82.806212,634.32761,0.048653702,0.37270618,1,1,5.604652e-05,7.3164086e-06
89,132,221,Ac,heavy_A_ge_121,1699.601362,0.0569075,218.959392,1875.096821,218.959392,1875.096821,72.986464,625.03227,0.042943284,0.36775228,1,1,0.00077969937,9.1047299e-05
90,131,221,Th,heavy_A_ge_121,1696.410144,0.0080002,221.876028,1875.097035,221.876028,1875.097035,73.958676,625.03234,0.043597167,0.36844412,1,1,0.00010817122,1.2799658e-05
91,130,221,Pa,heavy_A_ge_121,1692.192779,0.0593827,225.885518,1875.096984,225.885518,1875.096984,75.295173,625.03233,0.044495623,0.36936237,1,1,0.00078866543,9.5007406e-05
92,129,221,U,heavy_A_ge_121,1687.265363,0.0721344,230.987673,1875.096481,230.987673,1875.096481,76.995891,625.03216,0.04563354,0.37044094,1,1,0.00093686038,0.0001154091
93,128,221,Np,heavy_A_ge_121,1681.147000,0.221,237.184468,1875.097500,237.184468,1875.097500,79.061489,625.0325,0.047028302,0.37178932,1,1,0.0027952926,0.00035358161
94,127,221,Pu,heavy_A_ge_121,1674.296000,0.221,244.473493,1875.097631,244.473493,1875.097631,81.491164,625.03254,0.048671898,0.37331066,1,1,0.0027119505,0.00035358159
83,139,222,Bi,heavy_A_ge_121,1697.856000,0.222,229.294881,1884.012203,229.294881,1884.012203,76.431627,628.00407,0.045016554,0.36988064,1,1,0.0029045568,0.0003535009
84,138,222,Po,heavy_A_ge_121,1703.629199,0.0400488,223.799847,1884.012197,223.799847,1884.012197,74.599949,628.00407,0.043788842,0.3686272,1,1,0.00053684755,6.3771562e-05
85,137,222,At,heavy_A_ge_121,1704.380092,0.0158286,222.395632,1884.012702,222.395632,1884.012702,74.131877,628.00423,0.043494921,0.3684649,1,1,0.00021351948,2.5204607e-05
86,136,222,Rn,heavy_A_ge_121,1708.178800,0.0019536,248.852409,1910.578090,248.852409,1910.578090,82.950803,636.85936,0.04856096,0.37282945,1,1,2.3551309e-05,3.0675532e-06
87,135,222,Fr,heavy_A_ge_121,1707.390323,0.0074592,250.822183,1911.643004,250.822183,1911.643004,83.607394,637.21433,0.048967944,0.37320953,1,1,8.9216989e-05,1.1705951e-05
88,134,222,Ra,heavy_A_ge_121,1708.665868,0.0044622,250.448385,1912.324141,250.448385,1912.324141,83.482795,637.44138,0.048858467,0.3730638,1,1,5.3450534e-05,7.0001731e-06
89,133,222,Ac,heavy_A_ge_121,1705.581933,0.0047064,221.663664,1884.013437,221.663664,1884.013437,73.887888,628.00448,0.043321219,0.3682054,1,1,6.3696502e-05,7.4942141e-06
90,132,222,Th,heavy_A_ge_121,1704.218342,0.010212,222.701388,1884.012793,222.701388,1884.012793,74.233796,628.00426,0.043558853,0.36849989,1,1,0.00013756538,1.6261036e-05
91,131,222,Pa,heavy_A_ge_121,1698.574681,0.0866022,227.829590,1884.012318,227.829590,1884.012318,75.943197,628.00411,0.044709954,0.36972417,1,1,0.0011403549,0.00013790069
92,130,222,U,heavy_A_ge_121,1695.583852,0.0519924,231.045744,1884.012305,231.045744,1884.012305,77.015248,628.0041,0.045421079,0.37037632,1,1,0.00067509229,8.2789905e-05
93,129,222,Np,heavy_A_ge_121,1687.799689,0.0380508,238.352797,1884.012883,238.352797,1884.012883,79.450932,628.00429,0.047073674,0.37208461,1,1,0.00047892201,6.0590032e-05
94,128,222,Pu,heavy_A_ge_121,1683.204000,0.222,243.747068,1884.013188,243.747068,1884.013188,81.249023,628.0044,0.048270455,0.37310058,1,1,0.0027323406,0.00035350071
83,140,223,Bi,heavy_A_ge_121,1702.828000,0.446,232.797773,1892.928184,232.797773,1892.928184,77.599258,630.97606,0.045570814,0.37054597,1,1,0.0057474777,0.0007068414
84,139,223,Po,heavy_A_ge_121,1707.065000,0.223,228.453164,1892.926869,228.453164,1892.926869,76.151055,630.97562,0.044609347,0.36962601,1,1,0.0029283902,0.00035342094
85,138,223,At,heavy_A_ge_121,1709.976421,0.0139821,225.196491,1892.928773,225.196491,1892.928773,75.065497,630.97626,0.043898557,0.36899705,1,1,0.00018626534,2.2159471e-05
86,137,223,Rn,heavy_A_ge_121,1712.232356,0.0078273,223.021467,1892.927608,223.021467,1892.927608,74.340489,630.97587,0.04341729,0.36851066,1,1,0.00010528986,1.240507e-05
87,136,223,Fr,heavy_A_ge_121,1713.457406,0.0019401,254.208843,1921.741881,254.208843,1921.741881,84.736281,640.58063,0.049453392,0.37385267,1,1,2.2895742e-05,3.0286586e-06
88,135,223,Ra,heavy_A_ge_121,1713.824152,0.0020962,253.147359,1920.800679,253.147359,1920.800679,84.382453,640.26689,0.049236354,0.37358961,1,1,2.4841658e-05,3.2739472e-06
89,134,223,Ac,heavy_A_ge_121,1712.449982,0.0069576,223.007382,1892.926793,223.007382,1892.926793,74.335794,630.9756,0.043409031,0.36846367,1,1,9.3596902e-05,1.1026734e-05
90,133,223,Th,heavy_A_ge_121,1710.107300,0.0079388,225.172920,1892.927319,225.172920,1892.927319,75.05764,630.97577,0.043890603,0.36896853,1,1,0.00010576938,1.2581783e-05
91,132,223,Pa,heavy_A_ge_121,1706.372741,0.0756416,228.422614,1892.927282,228.422614,1892.927282,76.140871,630.97576,0.044621477,0.36977604,1,1,0.00099344279,0.00011988036
92,131,223,U,heavy_A_ge_121,1701.882725,0.0590504,232.757731,1892.927950,232.757731,1892.927950,77.58591,630.97598,0.045588282,0.37075174,1,1,0.00076109695,9.3585812e-05
93,130,223,Np,heavy_A_ge_121,1696.487084,0.0828668,238.177029,1892.928081,238.177029,1892.928081,79.392343,630.97603,0.046798083,0.37193093,1,1,0.0010437631,0.00013133114
94,129,223,Pu,heavy_A_ge_121,1690.340000,0.223,244.679190,1892.926358,244.679190,1892.926358,81.55973,630.97545,0.048250488,0.37328316,1,1,0.0027341925,0.00035342104
95,128,223,Am,heavy_A_ge_121,1682.981000,0.223,252.269414,1892.927979,252.269414,1892.927979,84.089805,630.97599,0.049964797,0.3749157,1,1,0.0026519267,0.00035342074
83,141,224,Bi,heavy_A_ge_121,1705.984000,0.448,237.917107,1901.840478,237.917107,1901.840478,79.305702,633.94683,0.04648678,0.37160186,1,1,0.0056490263,0.00070668388
84,140,224,Po,heavy_A_ge_121,1712.256000,0.224,231.735027,1901.841626,231.735027,1901.841626,77.245009,633.94721,0.045113002,0.3702409,1,1,0.0028998637,0.00035334172
85,139,224,At,heavy_A_ge_121,1713.764730,0.0223552,229.619744,1901.841017,229.619744,1901.841017,76.539915,633.94701,0.044661857,0.36991484,1,1,0.00029207244,3.5263515e-05
86,138,224,Rn,heavy_A_ge_121,1718.248314,0.0098112,225.597855,1901.841210,225.597855,1901.841210,75.199285,633.94707,0.043765086,0.36894962,1,1,0.00013046933,1.5476371e-05
87,137,224,Fr,heavy_A_ge_121,1718.162432,0.0111776,256.861794,1929.733937,256.861794,1929.733937,85.620598,643.24465,0.049832656,0.37437941,1,1,0.00013054803,1.7376903e-05
88,136,224,Ra,heavy_A_ge_121,1720.302886,0.0018144,255.721698,1930.376086,255.721698,1930.376086,85.240566,643.4587,0.049549743,0.37403803,1,1,2.128564e-05,2.8197614e-06
89,135,224,Ac,heavy_A_ge_121,1718.112211,0.0040992,225.990709,1901.840912,225.990709,1901.840912,75.330236,633.94697,0.043844771,0.36897879,1,1,5.4416396e-05,6.466156e-06
90,134,224,Th,heavy_A_ge_121,1717.568429,0.0096096,226.291910,1901.841903,226.291910,1901.841903,75.430637,633.9473,0.043917107,0.3690958,1,1,0.00012739651,1.5158358e-05
91,133,224,Pa,heavy_A_ge_121,1712.919309,0.0075936,230.660991,1901.842221,230.660991,1901.842221,76.886997,633.94741,0.044886526,0.37009765,1,1,9.8763124e-05,1.1978281e-05
92,132,224,U,heavy_A_ge_121,1710.256621,0.0152544,233.121031,1901.840906,233.121031,1901.840906,77.70701,633.94697,0.045435878,0.37067359,1,1,0.00019630661,2.4062581e-05
93,131,224,Np,heavy_A_ge_121,1703.184717,0.0289184,239.651610,1901.841575,239.651610,1901.841575,79.88387,633.94719,0.046902646,0.37221282,1,1,0.0003620055,4.5616418e-05
94,130,224,Pu,heavy_A_ge_121,1699.264000,0.224,244.274629,1901.842093,244.274629,1901.842093,81.424876,633.94736,0.047917732,0.37307173,1,1,0.002751002,0.00035334164
95,129,224,Am,heavy_A_ge_121,1690.304000,0.448,252.964865,1901.841275,252.964865,1901.841275,84.321622,633.94709,0.049885477,0.37504916,1,1,0.0053129908,0.00070668358
84,141,225,Po,heavy_A_ge_121,1715.850000,0.225,236.632894,1910.754258,236.632894,1910.754258,78.877631,636.91809,0.045970004,0.37119683,1,1,0.0028525197,0.00035326364
85,140,225,At,heavy_A_ge_121,1719.225000,0.225,232.676749,1910.753839,232.676749,1910.753839,77.558916,636.91795,0.04511272,0.37046806,1,1,0.0029010204,0.00035326372
86,139,225,Rn,heavy_A_ge_121,1722.230573,0.0111375,229.798003,1910.754356,229.798003,1910.754356,76.599334,636.91812,0.044476817,0.36982163,1,1,0.00014539944,1.7486549e-05
87,138,225,Fr,heavy_A_ge_121,1724.161770,0.01197,260.984878,1940.248542,260.984878,1940.248542,86.994959,646.74951,0.050456379,0.37510953,1,1,0.00013759418,1.8507938e-05
88,137,225,Ra,heavy_A_ge_121,1725.206985,0.0025875,258.421110,1938.609940,258.421110,1938.609940,86.14037,646.20331,0.049930455,0.37456567,1,1,3.0038181e-05,4.0041577e-06
89,136,225,Ac,heavy_A_ge_121,1724.780385,0.0047475,227.618027,1910.753389,227.618027,1910.753389,75.872676,636.9178,0.04398976,0.36927472,1,1,6.2571933e-05,7.4538661e-06
90,135,225,Th,heavy_A_ge_121,1723.325152,0.005085,229.044834,1910.753604,229.044834,1910.753604,76.348278,636.91787,0.044302886,0.36958659,1,1,6.6602681e-05,7.9837609e-06
91,134,225,Pa,heavy_A_ge_121,1720.496340,0.0818775,231.548860,1910.754575,231.548860,1910.754575,77.182953,636.91819,0.044860865,0.37019445,1,1,0.0010608236,0.00012855262
92,133,225,U,heavy_A_ge_121,1716.698633,0.009945,235.128100,1910.754297,235.128100,1910.754297,78.376033,636.9181,0.045655092,0.37101334,1,1,0.00012688828,1.5614252e-05
93,132,225,Np,heavy_A_ge_121,1711.670198,0.09162,239.783970,1910.754185,239.783970,1910.754185,79.92799,636.91806,0.046695906,0.37210326,1,1,0.0011462818,0.00014384896
94,131,225,Pu,heavy_A_ge_121,1706.175000,0.225,245.516740,1910.754510,245.516740,1910.754510,81.838913,636.91817,0.047966307,0.37330178,1,1,0.0027493034,0.00035326359
95,130,225,Am,heavy_A_ge_121,1699.425000,0.45,252.326194,1910.755055,252.326194,1910.755055,84.108731,636.91835,0.049492464,0.37478462,1,1,0.0053502174,0.00070652698
84,142,226,Po,heavy_A_ge_121,1720.764000,0.452,240.161225,1919.665534,240.161225,1919.665534,80.053742,639.88851,0.046522209,0.37186303,1,1,0.005646207,0.00070637305
85,141,226,At,heavy_A_ge_121,1723.024000,0.226,237.350875,1919.667622,237.350875,1919.667622,79.116958,639.88921,0.045917502,0.37137568,1,1,0.0028565304,0.00035318614
86,140,226,Rn,heavy_A_ge_121,1728.088841,0.0104864,232.635705,1919.667231,232.635705,1919.667231,77.545235,639.88908,0.044873408,0.37028714,1,1,0.00013522946,1.638784e-05
87,139,226,Fr,heavy_A_ge_121,1728.533157,0.0062376,265.417818,1949.594005,265.417818,1949.594005,88.472606,649.86467,0.051183633,0.37596309,1,1,7.0503179e-05,9.5983061e-06
88,138,226,Ra,heavy_A_ge_121,1731.603774,0.001921,261.829276,1948.685136,261.829276,1948.685136,87.276425,649.56171,0.050402076,0.37512145,1,1,2.2010526e-05,2.9573787e-06
89,137,226,Ac,heavy_A_ge_121,1730.179793,0.0030962,230.875283,1919.667347,230.875283,1919.667347,76.958428,639.88912,0.044480018,0.36983967,1,1,4.0232111e-05,4.8386508e-06
90,136,226,Th,heavy_A_ge_121,1730.509007,0.0044748,230.450034,1919.667319,230.450034,1919.667319,76.816678,639.88911,0.044389644,0.3697693,1,1,5.8252975e-05,6.9930867e-06
91,135,226,Pa,heavy_A_ge_121,1726.890702,0.0112096,234.071327,1919.666712,234.071327,1919.666712,78.023776,639.8889,0.045181653,0.37054395,1,1,0.00014366903,1.7518041e-05
92,134,226,U,heavy_A_ge_121,1724.813152,0.011074,235.791847,1919.667674,235.791847,1919.667674,78.597282,639.88922,0.045568578,0.37099046,1,1,0.00014089546,1.730612e-05
93,133,226,Np,heavy_A_ge_121,1718.542736,0.1020616,241.557616,1919.666764,241.557616,1919.666764,80.519205,639.88892,0.046853188,0.37234391,1,1,0.0012675436,0.00015949893
94,132,226,Pu,heavy_A_ge_121,1714.888000,0.226,245.423288,1919.668098,245.423288,1919.668098,81.807763,639.88937,0.047704435,0.3731377,1,1,0.002762574,0.00035318605
95,131,226,Am,heavy_A_ge_121,1706.752000,0.226,253.333844,1919.667195,253.333844,1919.667195,84.444615,639.88906,0.049476793,0.37491625,1,1,0.0026763104,0.00035318622
84,143,227,Po,heavy_A_ge_121,1724.292000,0.454,245.300505,1928.579509,245.300505,1928.579509,81.766835,642.85984,0.047420527,0.37282539,1,1,0.0055523734,0.00070621926
85,142,227,At,heavy_A_ge_121,1728.151000,0.227,240.657716,1928.577654,240.657716,1928.577654,80.219239,642.85922,0.046419114,0.3719925,1,1,0.0028297451,0.00035310997
86,141,227,Rn,heavy_A_ge_121,1732.021532,0.0140967,237.085315,1928.577835,237.085315,1928.577835,79.028438,642.85928,0.045627861,0.37116125,1,1,0.00017837503,2.1928127e-05
87,140,227,Fr,heavy_A_ge_121,1734.442577,0.005902,265.225952,1956.021934,265.225952,1956.021934,88.408651,652.00731,0.050972371,0.3759175,1,1,6.6758173e-05,9.0520457e-06
88,139,227,Ra,heavy_A_ge_121,1736.165190,0.0019522,266.316904,1958.278679,266.316904,1958.278679,88.772301,652.75956,0.051131253,0.37597779,1,1,2.1991094e-05,2.9906877e-06
89,138,227,Ac,heavy_A_ge_121,1736.710807,0.0019295,232.777635,1928.577801,232.777635,1928.577801,77.592545,642.85927,0.044677873,0.37015908,1,1,2.486708e-05,3.0014345e-06
90,137,227,Th,heavy_A_ge_121,1735.973216,0.0020884,260.775025,1953.030013,260.775025,1953.030013,86.925008,651.01,0.050072782,0.37501155,1,1,2.4025307e-05,3.2079384e-06
91,136,227,Pa,heavy_A_ge_121,1734.165251,0.007264,235.248820,1928.578996,235.248820,1928.578996,78.416273,642.85967,0.045218455,0.37070266,1,1,9.2633833e-05,1.1299511e-05
92,135,227,U,heavy_A_ge_121,1731.168239,0.0085125,238.086781,1928.579438,238.086781,1928.579438,79.36226,642.85981,0.045843182,0.37134451,1,1,0.00010726131,1.3241612e-05
93,134,227,Np,heavy_A_ge_121,1726.851902,0.0769984,241.991125,1928.577911,241.991125,1928.577911,80.663708,642.8593,0.046711422,0.3722724,1,1,0.00095456063,0.00011977489
94,133,227,Pu,heavy_A_ge_121,1721.795000,0,246.966801,1928.579365,246.966801,1928.579365,82.322267,642.85979,0.047811886,0.37336604,1,1,0,0
95,132,227,Am,heavy_A_ge_121,1715.666000,0.227,253.008505,1928.578497,253.008505,1928.578497,84.336168,642.8595,0.049156519,0.37469968,1,1,0.0026916091,0.00035310982
85,143,228,At,heavy_A_ge_121,1731.888000,0.456,245.571686,1937.488509,245.571686,1937.488509,81.857229,645.8295,0.047264736,0.37290489,1,1,0.0055706748,0.0007060687
86,142,228,Rn,heavy_A_ge_121,1737.735220,0.01767,240.177776,1937.490235,240.177776,1937.490235,80.059259,645.83008,0.046071034,0.37165045,1,1,0.00022071151,2.7360138e-05
87,141,228,Fr,heavy_A_ge_121,1738.812109,0.006726,270.563260,1965.946716,270.563260,1965.946716,90.187753,655.31557,0.051867452,0.37687544,1,1,7.4577753e-05,1.0263757e-05
88,140,228,Ra,heavy_A_ge_121,1742.473789,0.0020064,268.710177,1967.210325,268.710177,1967.210325,89.570059,655.73677,0.051403963,0.37632519,1,1,2.2400343e-05,3.0597643e-06
89,139,228,Ac,heavy_A_ge_121,1741.736984,0.0020976,236.298927,1937.488912,236.298927,1937.488912,78.766309,645.82964,0.045222849,0.3707963,1,1,2.6630675e-05,3.2479154e-06
90,138,228,Th,heavy_A_ge_121,1743.078400,0.0018012,262.583894,1962.072138,262.583894,1962.072138,87.527965,654.02405,0.050214589,0.37521207,1,1,2.0578566e-05,2.7540272e-06
91,137,228,Pa,heavy_A_ge_121,1740.143333,0.004332,238.048762,1937.489252,238.048762,1937.489252,79.349587,645.82975,0.045599455,0.37113595,1,1,5.4593857e-05,6.7076501e-06
92,136,228,U,heavy_A_ge_121,1739.064596,0.0134748,239.038041,1937.488092,239.038041,1937.488092,79.679347,645.82936,0.045817359,0.37136594,1,1,0.00016911283,2.0864335e-05
93,135,228,Np,heavy_A_ge_121,1733.712000,0,244.055580,1937.489192,244.055580,1937.489192,81.35186,645.82973,0.046923514,0.3725127,1,1,0,0
94,134,228,Pu,heavy_A_ge_121,1730.612089,0.0233472,247.174890,1937.489371,247.174890,1937.489371,82.39163,645.82979,0.047608375,0.37317998,1,1,0.00028336859,3.6150702e-05
95,133,228,Am,heavy_A_ge_121,1722.996000,0.228,254.320082,1937.489432,254.320082,1937.489432,84.773361,645.82981,0.049201136,0.37482955,1,1,0.0026895241,0.00035303418
85,144,229,At,heavy_A_ge_121,1736.965000,0.458,249.126136,1946.400056,249.126136,1946.400056,83.042045,648.80002,0.047808704,0.3735251,1,1,0.0055152784,0.0007059186
86,143,229,Rn,heavy_A_ge_121,1741.687598,0.0130301,244.871097,1946.399148,244.871097,1946.399148,81.623699,648.79972,0.046864718,0.37251211,1,1,0.00015963624,2.0083394e-05
87,142,229,Fr,heavy_A_ge_121,1744.599402,0.0049922,241.677658,1946.399465,241.677658,1946.399465,80.559219,648.79982,0.046176342,0.37189043,1,1,6.1969319e-05,7.6945151e-06
88,141,229,Ra,heavy_A_ge_121,1746.923340,0.0154346,272.798254,1976.217337,272.798254,1976.217337,90.932751,658.73911,0.052053086,0.3770853,1,1,0.00016973642,2.343052e-05
89,140,229,Ac,heavy_A_ge_121,1748.013013,0.0121141,238.471760,1946.399953,238.471760,1946.399953,79.490587,648.79998,0.045474825,0.37116428,1,1,0.00015239666,1.8671548e-05
90,139,229,Th,heavy_A_ge_121,1748.335079,0.0024045,266.729227,1971.758896,266.729227,1971.758896,88.909742,657.25297,0.050853949,0.37593078,1,1,2.704428e-05,3.6584088e-06
91,138,229,Pa,heavy_A_ge_121,1747.241421,0.0032747,239.504844,1946.397922,239.504844,1946.397922,79.834948,648.79931,0.045691996,0.3713278,1,1,4.1018377e-05,5.0473235e-06
92,137,229,U,heavy_A_ge_121,1745.145292,0.0059311,241.613677,1946.398634,241.613677,1946.398634,80.537892,648.79954,0.046149677,0.37177394,1,1,7.3643596e-05,9.1416525e-06
93,136,229,Np,heavy_A_ge_121,1741.772191,0.1011722,244.782265,1946.398727,244.782265,1946.398727,81.594088,648.79958,0.046845442,0.37249393,1,1,0.0012399452,0.00015593752
