r_rg,N_metric_bar,N_phi_bar,N_total_bar,P0_linear,deltaP0,P0_full,delta_u,d_deltaP0_dr
7.618574108818011,4.264778496036305e-06,2.0522731397317296e-08,4.285301227433622e-06,1.1392683550935017,7.567755920202762e-05,1.1393440326527038,6.642424980829453e-05,2.49978476294722e-05
7.809193245778612,3.8511391319545714e-06,1.694875400733063e-08,3.868087885961901e-06,1.1356508559865883,7.110276537830457e-05,1.1357219587519667,6.260774536015479e-05,2.3035230812633047e-05
7.975984990619137,3.5295973225482263e-06,1.4388691827683e-08,3.5439860143759096e-06,1.1326361872048871,6.73925105707405e-05,1.1327035797154579,5.9498810354843834e-05,2.147725674501228e-05
8.142776735459663,3.240917246200093e-06,1.2255469120055555e-08,3.2531727153201487e-06,1.1297525287734231,6.393087473415689e-05,1.1298164596481572,5.65867871959308e-05,2.0051675793975686e-05
8.333395872420262,2.946196735630214e-06,1.0241323055961785e-08,2.956438058686176e-06,1.1266066620248756,6.025240793548859e-05,1.126666914432811,5.347988684487048e-05,1.8567199172188105e-05
8.500187617260789,2.7153313559218603e-06,8.780803058332219e-09,2.7241121589801926e-06,1.1239765123920493,5.725578247758812e-05,1.124033768174527,5.0939075310257875e-05,1.738164029160841e-05
8.666979362101314,2.5066389347657795e-06,7.550439883172739e-09,2.514189374648952e-06,1.1214533795398753,5.444885235696659e-05,1.1215078283922324,4.8550864076638e-05,1.6290972268747122e-05
8.857598499061913,2.2920836102494297e-06,6.375691581896831e-09,2.298459301831327e-06,1.1186926598640574,5.1453977376817924e-05,1.1187441138414342,4.599368169021234e-05,1.5148969679496326e-05
9.024390243902438,2.122877872760335e-06,5.514566277556657e-09,2.128392439037892e-06,1.1163779525718178,4.9004710474089974e-05,1.116426957282292,4.389520129215174e-05,1.4232076439624867e-05
9.191181988742963,1.968999406449958e-06,4.782083543380077e-09,1.973781489993338e-06,1.1141517832522518,4.670249610777587e-05,1.1141984857483596,4.191665624947438e-05,1.3384567495923432e-05
